N.º	;Hora	;Personas	; 	; 	; 	; 	; 	;Vehículos a motor	; 	; 	; 	; 	; 	;Vehículos sin motor	;
	;	;Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	;
	;	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;
43	;(Lunes)2026/01/12	;95	;Aumentar por37.7%	; --%	;152	;Sin cambios	; --%	;2191	;Disminuir por37.9%	; --%	;3108	;Disminuir por28.2%	; --%	;159	;Disminuir por50.6%	; --%	;205	;Disminuir por55.7%	; --%	;
44	;(Martes)2026/01/13	;89	;Aumentar por7.2%	; --%	;150	;Aumentar por12.8%	; --%	;2098	;Disminuir por15.3%	; --%	;3094	;Aumentar por4.4%	; --%	;131	;Disminuir por49.8%	; --%	;194	;Disminuir por46.0%	; --%	;
45	;(Miércoles)2026/01/14	;76	;Disminuir por38.2%	; --%	;149	;Aumentar por1.4%	; --%	;2026	;Disminuir por42.8%	; --%	;2868	;Disminuir por36.0%	; --%	;135	;Disminuir por56.9%	; --%	;193	;Disminuir por54.8%	; --%	;
46	;(Jueves)2026/01/15	;85	;Disminuir por10.5%	; --%	;147	;Aumentar por16.7%	; --%	;2060	;Disminuir por32.9%	; --%	;2983	;Disminuir por25.1%	; --%	;150	;Disminuir por42.7%	; --%	;202	;Disminuir por46.7%	; --%	;
47	;(Viernes)2026/01/16	;88	;Aumentar por12.8%	; --%	;102	;Disminuir por17.7%	; --%	;2222	;Disminuir por26.2%	; --%	;3102	;Disminuir por19.9%	; --%	;153	;Disminuir por42.0%	; --%	;213	;Disminuir por48.2%	; --%	;
48	;(Sábado)2026/01/17	;52	;Disminuir por52.3%	; --%	;47	;Disminuir por58.0%	; --%	;1732	;Disminuir por43.2%	; --%	;2430	;Disminuir por37.1%	; --%	;32	;Disminuir por89.9%	; --%	;46	;Disminuir por89.1%	; --%	;
49	;(Domingo)2026/01/18	;74	;Disminuir por23.7%	; --%	;113	;Disminuir por19.9%	; --%	;1134	;Disminuir por67.9%	; --%	;1588	;Disminuir por64.8%	; --%	;82	;Disminuir por74.3%	; --%	;145	;Disminuir por69.5%	; --%	;
50	;(Lunes)2026/01/19	;79	;Disminuir por50.6%	; --%	;97	;Disminuir por56.3%	; --%	;2090	;Disminuir por46.5%	; --%	;3020	;Disminuir por37.5%	; --%	;86	;Disminuir por77.7%	; --%	;109	;Disminuir por80.9%	; --%	;
51	;(Martes)2026/01/20	;37	;Disminuir por61.1%	; --%	;29	;Disminuir por76.4%	; --%	;2103	;Disminuir por26.0%	; --%	;2753	;Disminuir por14.9%	; --%	;36	;Disminuir por88.1%	; --%	;40	;Disminuir por90.4%	; --%	;
52	;(Miércoles)2026/01/21	;68	;Disminuir por46.5%	; --%	;84	;Disminuir por52.5%	; --%	;2404	;Disminuir por39.6%	; --%	;3284	;Disminuir por31.2%	; --%	;117	;Disminuir por62.9%	; --%	;145	;Disminuir por65.1%	; --%	;
53	;(Jueves)2026/01/22	;97	;Disminuir por10.2%	; --%	;131	;Disminuir por6.4%	; --%	;2180	;Disminuir por33.0%	; --%	;3132	;Disminuir por24.0%	; --%	;117	;Disminuir por59.2%	; --%	;165	;Disminuir por59.4%	; --%	;
54	;(Viernes)2026/01/23	;93	;Disminuir por17.7%	; --%	;126	;Disminuir por20.3%	; --%	;2231	;Disminuir por31.0%	; --%	;3172	;Disminuir por24.3%	; --%	;148	;Disminuir por52.9%	; --%	;205	;Disminuir por54.4%	; --%	;
55	;(Sábado)2026/01/24	;82	;Disminuir por24.8%	; --%	;125	;Disminuir por6.7%	; --%	;2080	;Disminuir por34.4%	; --%	;2916	;Disminuir por29.4%	; --%	;118	;Disminuir por62.2%	; --%	;198	;Disminuir por59.2%	; --%	;
56	;(Domingo)2026/01/25	;57	;Disminuir por50.0%	; --%	;109	;Disminuir por24.3%	; --%	;1317	;Disminuir por65.8%	; --%	;1766	;Disminuir por62.0%	; --%	;128	;Disminuir por65.3%	; --%	;172	;Disminuir por66.9%	; --%	;
57	;(Lunes)2026/01/26	;95	;Disminuir por22.8%	; --%	;136	;Disminuir por19.5%	; --%	;2234	;Disminuir por40.9%	; --%	;3225	;Disminuir por30.2%	; --%	;162	;Disminuir por53.0%	; --%	;227	;Disminuir por52.0%	; --%	;
58	;(Martes)2026/01/27	;61	;Disminuir por39.6%	; --%	;79	;Disminuir por40.6%	; --%	;2038	;Disminuir por24.8%	; --%	;2931	;Disminuir por7.5%	; --%	;95	;Disminuir por68.2%	; --%	;140	;Disminuir por63.4%	; --%	;
59	;(Miércoles)2026/01/28	;69	;Disminuir por38.9%	; --%	;87	;Disminuir por40.4%	; --%	;2101	;Disminuir por43.7%	; --%	;2937	;Disminuir por36.9%	; --%	;53	;Disminuir por82.3%	; --%	;82	;Disminuir por81.1%	; --%	;
60	;(Jueves)2026/01/29	;74	;Disminuir por37.8%	; --%	;91	;Disminuir por35.9%	; --%	;2153	;Disminuir por34.9%	; --%	;2984	;Disminuir por28.5%	; --%	;102	;Disminuir por70.3%	; --%	;160	;Disminuir por69.7%	; --%	;
61	;(Viernes)2026/01/30	;81	;Disminuir por38.2%	; --%	;104	;Disminuir por35.0%	; --%	;2315	;Disminuir por30.8%	; --%	;3290	;Disminuir por20.9%	; --%	;139	;Disminuir por56.7%	; --%	;192	;Disminuir por61.0%	; --%	;
62	;(Sábado)2026/01/31	;93	;Aumentar por2.2%	; --%	;128	;Aumentar por15.3%	; --%	;2019	;Disminuir por42.4%	; --%	;2793	;Disminuir por34.3%	; --%	;69	;Disminuir por79.6%	; --%	;119	;Disminuir por77.3%	; --%	;
63	;(Domingo)2026/02/01	;95	;Disminuir por16.7%	; --%	;122	;Disminuir por17.0%	; --%	;1281	;Disminuir por66.9%	; --%	;1737	;Disminuir por64.2%	; --%	;105	;Disminuir por69.1%	; --%	;164	;Disminuir por68.0%	; --%	;
