N.º	;Hora	;Personas	; 	; 	; 	; 	; 	;Vehículos a motor	; 	; 	; 	; 	; 	;Vehículos sin motor	;
	;	;Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	;
	;	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;
34	;(Sábado)2026/01/03	;1340	;Disminuir por8.0%	; --%	;1632	;Aumentar por7.7%	; --%	;443	;Disminuir por21.9%	; --%	;637	;Disminuir por14.3%	; --%	;76	;Disminuir por60.6%	; --%	;50	;Disminuir por63.8%	; --%	;
35	;(Domingo)2026/01/04	;643	;Disminuir por63.1%	; --%	;768	;Disminuir por62.0%	; --%	;357	;Disminuir por45.9%	; --%	;372	;Disminuir por55.3%	; --%	;14	;Disminuir por94.4%	; --%	;22	;Disminuir por87.4%	; --%	;
36	;(Lunes)2026/01/05	;913	;Disminuir por66.1%	; --%	;832	;Disminuir por70.5%	; --%	;312	;Disminuir por45.8%	; --%	;757	;Disminuir por5.8%	; --%	;69	;Disminuir por69.3%	; --%	;56	;Disminuir por63.9%	; --%	;
37	;(Martes)2026/01/06	;464	;Disminuir por78.7%	; --%	;519	;Disminuir por77.9%	; --%	;334	;Disminuir por52.8%	; --%	;334	;Disminuir por42.7%	; --%	;50	;Disminuir por77.8%	; --%	;40	;Disminuir por66.1%	; --%	;
38	;(Miércoles)2026/01/07	;582	;Disminuir por71.6%	; --%	;480	;Disminuir por77.4%	; --%	;257	;Disminuir por58.9%	; --%	;587	;Disminuir por32.4%	; --%	;93	;Disminuir por61.4%	; --%	;69	;Disminuir por56.3%	; --%	;
39	;(Jueves)2026/01/08	;523	;Disminuir por70.2%	; --%	;481	;Disminuir por72.2%	; --%	;251	;Disminuir por54.1%	; --%	;799	;Aumentar por6.4%	; --%	;112	;Disminuir por37.4%	; --%	;91	;Disminuir por39.7%	; --%	;
40	;(Viernes)2026/01/09	;665	;Disminuir por62.7%	; --%	;591	;Disminuir por68.3%	; --%	;270	;Disminuir por56.5%	; --%	;548	;Disminuir por21.7%	; --%	;80	;Disminuir por49.0%	; --%	;65	;Disminuir por49.6%	; --%	;
41	;(Sábado)2026/01/10	;744	;Disminuir por58.2%	; --%	;810	;Disminuir por58.5%	; --%	;335	;Disminuir por52.0%	; --%	;466	;Disminuir por41.5%	; --%	;75	;Disminuir por64.8%	; --%	;56	;Disminuir por60.6%	; --%	;
42	;(Domingo)2026/01/11	;627	;Disminuir por73.5%	; --%	;568	;Disminuir por76.8%	; --%	;280	;Disminuir por55.9%	; --%	;317	;Disminuir por69.4%	; --%	;109	;Disminuir por48.8%	; --%	;38	;Disminuir por82.0%	; --%	;
43	;(Lunes)2026/01/12	;574	;Disminuir por85.0%	; --%	;491	;Disminuir por86.5%	; --%	;284	;Disminuir por60.4%	; --%	;611	;Disminuir por47.7%	; --%	;177	;Disminuir por22.4%	; --%	;76	;Disminuir por62.0%	; --%	;
