N.º	;Hora	;Personas	; 	; 	; 	; 	; 	;Vehículos a motor	; 	; 	; 	; 	; 	;Vehículos sin motor	;
	;	;Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	;
	;	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;
62	;(Sábado)2026/01/31	;1266	;Disminuir por83.5%	; --%	;1409	;Disminuir por81.6%	; --%	;272	;Disminuir por43.7%	; --%	;126	;Disminuir por43.5%	; --%	;68	;Disminuir por86.4%	; --%	;42	;Disminuir por88.6%	; --%	;
63	;(Domingo)2026/02/01	;2086	;Disminuir por76.1%	; --%	;1962	;Disminuir por78.7%	; --%	;213	;Disminuir por60.0%	; --%	;97	;Disminuir por62.4%	; --%	;136	;Disminuir por72.6%	; --%	;115	;Disminuir por69.7%	; --%	;
64	;(Lunes)2026/02/02	;621	;Disminuir por95.3%	; --%	;618	;Disminuir por95.9%	; --%	;414	;Aumentar por12.5%	; --%	;181	;Aumentar por38.2%	; --%	;87	;Disminuir por80.7%	; --%	;45	;Disminuir por90.5%	; --%	;
65	;(Martes)2026/02/03	;831	;Disminuir por93.4%	; --%	;812	;Disminuir por93.7%	; --%	;434	;Aumentar por77.1%	; --%	;205	;Aumentar por19.9%	; --%	;147	;Disminuir por66.1%	; --%	;87	;Disminuir por78.6%	; --%	;
66	;(Miércoles)2026/02/04	;792	;Disminuir por92.6%	; --%	;686	;Disminuir por94.2%	; --%	;397	;Disminuir por13.5%	; --%	;163	;Disminuir por23.1%	; --%	;117	;Disminuir por76.4%	; --%	;70	;Disminuir por85.1%	; --%	;
67	;(Jueves)2026/02/05	;491	;Disminuir por95.9%	; --%	;383	;Disminuir por96.9%	; --%	;225	;Disminuir por42.3%	; --%	;104	;Disminuir por37.0%	; --%	;62	;Disminuir por87.3%	; --%	;27	;Disminuir por93.3%	; --%	;
68	;(Viernes)2026/02/06	;1308	;Disminuir por86.9%	; --%	;1294	;Disminuir por87.7%	; --%	;440	;Aumentar por0.7%	; --%	;225	;Aumentar por5.1%	; --%	;162	;Disminuir por60.9%	; --%	;92	;Disminuir por71.6%	; --%	;
69	;(Sábado)2026/02/07	;2526	;Disminuir por75.8%	; --%	;2697	;Disminuir por75.7%	; --%	;258	;Disminuir por45.7%	; --%	;123	;Disminuir por39.1%	; --%	;142	;Disminuir por72.8%	; --%	;129	;Disminuir por63.9%	; --%	;
70	;(Domingo)2026/02/08	;2138	;Disminuir por80.9%	; --%	;1942	;Disminuir por84.1%	; --%	;191	;Disminuir por59.7%	; --%	;83	;Disminuir por65.0%	; --%	;116	;Disminuir por79.1%	; --%	;115	;Disminuir por73.1%	; --%	;
71	;(Lunes)2026/02/09	;911	;Disminuir por93.5%	; --%	;865	;Disminuir por94.4%	; --%	;407	;Aumentar por42.3%	; --%	;186	;Aumentar por56.3%	; --%	;168	;Disminuir por64.1%	; --%	;122	;Disminuir por69.1%	; --%	;
72	;(Martes)2026/02/10	;989	;Disminuir por91.9%	; --%	;1058	;Disminuir por91.2%	; --%	;382	;Aumentar por62.6%	; --%	;175	;Aumentar por43.4%	; --%	;172	;Disminuir por57.7%	; --%	;101	;Disminuir por70.0%	; --%	;
73	;(Miércoles)2026/02/11	;1059	;Disminuir por86.9%	; --%	;1006	;Disminuir por87.9%	; --%	;408	;Disminuir por9.7%	; --%	;187	;Disminuir por9.7%	; --%	;197	;Disminuir por56.7%	; --%	;142	;Disminuir por58.7%	; --%	;
74	;(Jueves)2026/02/12	;1478	;Disminuir por82.1%	; --%	;1586	;Disminuir por81.4%	; --%	;424	;Disminuir por7.0%	; --%	;184	;Disminuir por18.9%	; --%	;128	;Disminuir por71.9%	; --%	;87	;Disminuir por73.5%	; --%	;
75	;(Viernes)2026/02/13	;1318	;Disminuir por87.2%	; --%	;1209	;Disminuir por88.7%	; --%	;489	;Disminuir por3.9%	; --%	;202	;Disminuir por12.6%	; --%	;88	;Disminuir por82.5%	; --%	;48	;Disminuir por90.6%	; --%	;
76	;(Sábado)2026/02/14	;326	;Disminuir por96.8%	; --%	;409	;Disminuir por96.2%	; --%	;243	;Disminuir por45.1%	; --%	;137	;Disminuir por27.9%	; --%	;10	;Disminuir por97.9%	; --%	;5	;Disminuir por98.9%	; --%	;
77	;(Domingo)2026/02/15	;2994	;Disminuir por74.5%	; --%	;3133	;Disminuir por75.5%	; --%	;236	;Disminuir por51.4%	; --%	;121	;Disminuir por48.3%	; --%	;114	;Disminuir por77.0%	; --%	;87	;Disminuir por78.0%	; --%	;
78	;(Lunes)2026/02/16	;2022	;Disminuir por85.2%	; --%	;1960	;Disminuir por87.7%	; --%	;442	;Aumentar por41.2%	; --%	;199	;Aumentar por39.2%	; --%	;266	;Disminuir por31.6%	; --%	;197	;Disminuir por43.1%	; --%	;
79	;(Martes)2026/02/17	;1764	;Disminuir por87.5%	; --%	;1737	;Disminuir por87.8%	; --%	;440	;Aumentar por52.2%	; --%	;209	;Aumentar por41.2%	; --%	;212	;Disminuir por57.3%	; --%	;150	;Disminuir por66.1%	; --%	;
80	;(Miércoles)2026/02/18	;1575	;Disminuir por85.4%	; --%	;1563	;Disminuir por86.1%	; --%	;434	;Disminuir por12.0%	; --%	;198	;Disminuir por19.5%	; --%	;145	;Disminuir por71.3%	; --%	;105	;Disminuir por77.4%	; --%	;
81	;(Jueves)2026/02/19	;1252	;Disminuir por90.8%	; --%	;1320	;Disminuir por91.0%	; --%	;454	;Disminuir por29.1%	; --%	;201	;Disminuir por49.1%	; --%	;140	;Disminuir por75.0%	; --%	;110	;Disminuir por76.7%	; --%	;
82	;(Viernes)2026/02/20	;1590	;Disminuir por87.0%	; --%	;1776	;Disminuir por86.4%	; --%	;466	;Disminuir por11.6%	; --%	;214	;Disminuir por19.5%	; --%	;180	;Disminuir por24.4%	; --%	;107	;Disminuir por52.7%	; --%	;
83	;(Sábado)2026/02/21	;3667	;Disminuir por67.0%	; --%	;3824	;Disminuir por68.6%	; --%	;350	;Disminuir por24.9%	; --%	;133	;Disminuir por36.4%	; --%	;163	;Disminuir por63.5%	; --%	;142	;Disminuir por59.5%	; --%	;
84	;(Domingo)2026/02/22	;4046	;Disminuir por65.9%	; --%	;3898	;Disminuir por69.2%	; --%	;254	;Disminuir por51.2%	; --%	;113	;Disminuir por51.9%	; --%	;279	;Disminuir por25.4%	; --%	;228	;Disminuir por37.7%	; --%	;
