N.º	;Hora	;Personas	; 	; 	; 	; 	; 	;Vehículos a motor	; 	; 	; 	; 	; 	;Vehículos sin motor	;
	;	;Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	;
	;	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;
33	;(Viernes)2026/01/02	;1304	;Aumentar por17.1%	; --%	;1417	;Aumentar por19.6%	; --%	;2474	;Aumentar por31.9%	; --%	;2905	;Aumentar por40.5%	; --%	;219	;Disminuir por41.9%	; --%	;202	;Disminuir por53.3%	; --%	;
34	;(Sábado)2026/01/03	;1238	;Disminuir por9.6%	; --%	;1363	;Aumentar por6.4%	; --%	;1978	;Disminuir por0.6%	; --%	;2208	;Aumentar por8.2%	; --%	;213	;Disminuir por50.2%	; --%	;220	;Disminuir por45.7%	; --%	;
35	;(Domingo)2026/01/04	;563	;Disminuir por65.7%	; --%	;600	;Disminuir por62.1%	; --%	;1180	;Disminuir por46.4%	; --%	;1463	;Disminuir por37.6%	; --%	;58	;Disminuir por88.2%	; --%	;50	;Disminuir por90.2%	; --%	;
36	;(Lunes)2026/01/05	;1033	;Disminuir por60.8%	; --%	;798	;Disminuir por69.5%	; --%	;1622	;Disminuir por43.4%	; --%	;1862	;Disminuir por35.4%	; --%	;153	;Disminuir por73.9%	; --%	;174	;Disminuir por69.8%	; --%	;
37	;(Martes)2026/01/06	;658	;Disminuir por69.2%	; --%	;714	;Disminuir por70.6%	; --%	;1256	;Disminuir por43.9%	; --%	;1520	;Disminuir por41.2%	; --%	;109	;Disminuir por77.8%	; --%	;111	;Disminuir por77.9%	; --%	;
38	;(Miércoles)2026/01/07	;465	;Disminuir por77.0%	; --%	;540	;Disminuir por70.5%	; --%	;1186	;Disminuir por41.1%	; --%	;1395	;Disminuir por34.6%	; --%	;192	;Disminuir por66.6%	; --%	;188	;Disminuir por69.3%	; --%	;
39	;(Jueves)2026/01/08	;548	;Disminuir por59.6%	; --%	;661	;Disminuir por45.2%	; --%	;1185	;Disminuir por36.5%	; --%	;1420	;Disminuir por27.6%	; --%	;227	;Disminuir por50.9%	; --%	;255	;Disminuir por46.5%	; --%	;
40	;(Viernes)2026/01/09	;661	;Disminuir por49.6%	; --%	;762	;Disminuir por36.8%	; --%	;1294	;Disminuir por36.0%	; --%	;1540	;Disminuir por28.2%	; --%	;262	;Disminuir por32.1%	; --%	;286	;Disminuir por25.5%	; --%	;
41	;(Sábado)2026/01/10	;1145	;Disminuir por19.2%	; --%	;1344	;Disminuir por8.1%	; --%	;2109	;Disminuir por2.4%	; --%	;2253	;Disminuir por5.2%	; --%	;234	;Disminuir por51.0%	; --%	;238	;Disminuir por53.6%	; --%	;
42	;(Domingo)2026/01/11	;794	;Disminuir por59.2%	; --%	;1015	;Disminuir por51.3%	; --%	;1155	;Disminuir por56.4%	; --%	;1275	;Disminuir por52.8%	; --%	;235	;Disminuir por58.9%	; --%	;257	;Disminuir por57.2%	; --%	;
43	;(Lunes)2026/01/12	;585	;Disminuir por77.8%	; --%	;784	;Disminuir por75.0%	; --%	;1774	;Disminuir por36.5%	; --%	;2040	;Disminuir por17.8%	; --%	;348	;Disminuir por49.7%	; --%	;430	;Disminuir por29.6%	; --%	;
44	;(Martes)2026/01/13	;440	;Disminuir por82.8%	; --%	;561	;Disminuir por82.9%	; --%	;1161	;Disminuir por53.1%	; --%	;1320	;Disminuir por55.8%	; --%	;233	;Disminuir por57.9%	; --%	;233	;Disminuir por61.2%	; --%	;
45	;(Miércoles)2026/01/14	;408	;Disminuir por80.1%	; --%	;444	;Disminuir por77.6%	; --%	;1095	;Disminuir por53.4%	; --%	;1268	;Disminuir por49.2%	; --%	;230	;Disminuir por63.4%	; --%	;228	;Disminuir por65.3%	; --%	;
46	;(Jueves)2026/01/15	;422	;Disminuir por71.7%	; --%	;620	;Disminuir por63.5%	; --%	;1306	;Disminuir por38.5%	; --%	;1505	;Disminuir por36.5%	; --%	;248	;Disminuir por42.1%	; --%	;236	;Disminuir por49.5%	; --%	;
47	;(Viernes)2026/01/16	;470	;Disminuir por71.8%	; --%	;593	;Disminuir por65.9%	; --%	;6752	;Aumentar por242.7%	; --%	;6958	;Aumentar por229.8%	; --%	;216	;Disminuir por55.3%	; --%	;221	;Disminuir por54.9%	; --%	;
48	;(Sábado)2026/01/17	;351	;Disminuir por77.8%	; --%	;358	;Disminuir por79.7%	; --%	;1408	;Disminuir por51.5%	; --%	;1538	;Disminuir por50.2%	; --%	;43	;Disminuir por91.3%	; --%	;53	;Disminuir por89.8%	; --%	;
49	;(Domingo)2026/01/18	;645	;Disminuir por75.5%	; --%	;880	;Disminuir por65.7%	; --%	;1187	;Disminuir por53.1%	; --%	;1263	;Disminuir por47.6%	; --%	;232	;Disminuir por63.1%	; --%	;223	;Disminuir por59.2%	; --%	;
50	;(Lunes)2026/01/19	;361	;Disminuir por93.2%	; --%	;466	;Disminuir por90.0%	; --%	;1242	;Disminuir por32.4%	; --%	;1446	;Disminuir por20.8%	; --%	;142	;Disminuir por73.7%	; --%	;200	;Disminuir por58.2%	; --%	;
51	;(Martes)2026/01/20	;229	;Disminuir por93.9%	; --%	;284	;Disminuir por94.6%	; --%	;1439	;Disminuir por49.6%	; --%	;1566	;Disminuir por50.9%	; --%	;37	;Disminuir por94.0%	; --%	;45	;Disminuir por93.9%	; --%	;
52	;(Miércoles)2026/01/21	;287	;Disminuir por90.6%	; --%	;441	;Disminuir por86.8%	; --%	;2091	;Disminuir por31.9%	; --%	;2207	;Disminuir por34.0%	; --%	;168	;Disminuir por71.4%	; --%	;144	;Disminuir por79.3%	; --%	;
53	;(Jueves)2026/01/22	;466	;Disminuir por75.4%	; --%	;590	;Disminuir por70.8%	; --%	;2073	;Disminuir por0.9%	; --%	;2279	;Disminuir por2.3%	; --%	;200	;Disminuir por61.2%	; --%	;238	;Disminuir por53.0%	; --%	;
54	;(Viernes)2026/01/23	;524	;Disminuir por75.2%	; --%	;755	;Disminuir por63.6%	; --%	;1523	;Disminuir por29.4%	; --%	;1768	;Disminuir por24.9%	; --%	;219	;Disminuir por56.3%	; --%	;270	;Disminuir por47.2%	; --%	;
55	;(Sábado)2026/01/24	;1656	;Disminuir por16.9%	; --%	;1454	;Disminuir por23.8%	; --%	;1319	;Disminuir por52.7%	; --%	;1515	;Disminuir por51.0%	; --%	;206	;Disminuir por62.8%	; --%	;215	;Disminuir por62.5%	; --%	;
56	;(Domingo)2026/01/25	;2302	;Disminuir por12.0%	; --%	;3026	;Aumentar por18.5%	; --%	;977	;Disminuir por66.4%	; --%	;1134	;Disminuir por62.4%	; --%	;238	;Disminuir por63.0%	; --%	;267	;Disminuir por59.9%	; --%	;
57	;(Lunes)2026/01/26	;682	;Disminuir por79.8%	; --%	;738	;Disminuir por78.2%	; --%	;1358	;Disminuir por59.6%	; --%	;1492	;Disminuir por54.5%	; --%	;306	;Disminuir por55.4%	; --%	;360	;Disminuir por48.9%	; --%	;
58	;(Martes)2026/01/27	;428	;Disminuir por82.5%	; --%	;427	;Disminuir por85.1%	; --%	;1144	;Disminuir por58.2%	; --%	;1377	;Disminuir por57.9%	; --%	;172	;Disminuir por69.3%	; --%	;148	;Disminuir por77.6%	; --%	;
59	;(Miércoles)2026/01/28	;314	;Disminuir por86.0%	; --%	;347	;Disminuir por85.1%	; --%	;1108	;Disminuir por70.6%	; --%	;1332	;Disminuir por65.3%	; --%	;92	;Disminuir por85.4%	; --%	;90	;Disminuir por87.2%	; --%	;
60	;(Jueves)2026/01/29	;480	;Disminuir por78.4%	; --%	;557	;Disminuir por75.3%	; --%	;1180	;Disminuir por49.8%	; --%	;1434	;Disminuir por47.5%	; --%	;167	;Disminuir por70.7%	; --%	;193	;Disminuir por67.6%	; --%	;
61	;(Viernes)2026/01/30	;663	;Disminuir por68.8%	; --%	;760	;Disminuir por62.5%	; --%	;1462	;Disminuir por62.6%	; --%	;1671	;Disminuir por59.6%	; --%	;238	;Disminuir por57.7%	; --%	;276	;Disminuir por51.9%	; --%	;
62	;(Sábado)2026/01/31	;750	;Disminuir por69.2%	; --%	;857	;Disminuir por62.0%	; --%	;1367	;Disminuir por44.5%	; --%	;1496	;Disminuir por41.8%	; --%	;106	;Disminuir por82.1%	; --%	;138	;Disminuir por76.5%	; --%	;
63	;(Domingo)2026/02/01	;878	;Disminuir por61.1%	; --%	;992	;Disminuir por61.2%	; --%	;1251	;Disminuir por60.3%	; --%	;1475	;Disminuir por55.0%	; --%	;228	;Disminuir por67.6%	; --%	;222	;Disminuir por67.8%	; --%	;
64	;(Lunes)2026/02/02	;542	;Disminuir por84.6%	; --%	;560	;Disminuir por85.6%	; --%	;1359	;Disminuir por61.9%	; --%	;1585	;Disminuir por57.0%	; --%	;293	;Disminuir por55.9%	; --%	;360	;Disminuir por42.9%	; --%	;
65	;(Martes)2026/02/03	;486	;Disminuir por85.7%	; --%	;553	;Disminuir por86.1%	; --%	;1260	;Disminuir por60.4%	; --%	;1416	;Disminuir por61.2%	; --%	;247	;Disminuir por57.6%	; --%	;286	;Disminuir por61.5%	; --%	;
66	;(Miércoles)2026/02/04	;405	;Disminuir por94.4%	; --%	;498	;Disminuir por92.8%	; --%	;1157	;Disminuir por56.5%	; --%	;1324	;Disminuir por47.3%	; --%	;215	;Disminuir por72.7%	; --%	;245	;Disminuir por68.1%	; --%	;
67	;(Jueves)2026/02/05	;265	;Disminuir por94.2%	; --%	;304	;Disminuir por94.5%	; --%	;680	;Disminuir por77.3%	; --%	;781	;Disminuir por75.2%	; --%	;101	;Disminuir por85.0%	; --%	;116	;Disminuir por82.8%	; --%	;
68	;(Viernes)2026/02/06	;721	;Disminuir por75.1%	; --%	;864	;Disminuir por71.8%	; --%	;1567	;Disminuir por44.5%	; --%	;1722	;Disminuir por41.6%	; --%	;291	;Disminuir por53.7%	; --%	;275	;Disminuir por58.9%	; --%	;
69	;(Sábado)2026/02/07	;1070	;Disminuir por66.1%	; --%	;1186	;Disminuir por62.6%	; --%	;1596	;Disminuir por50.8%	; --%	;1689	;Disminuir por52.8%	; --%	;250	;Disminuir por63.5%	; --%	;293	;Disminuir por58.1%	; --%	;
70	;(Domingo)2026/02/08	;976	;Disminuir por68.7%	; --%	;1430	;Disminuir por54.9%	; --%	;1397	;Disminuir por56.0%	; --%	;1676	;Disminuir por47.7%	; --%	;262	;Disminuir por60.4%	; --%	;285	;Disminuir por57.7%	; --%	;
71	;(Lunes)2026/02/09	;628	;Disminuir por82.2%	; --%	;716	;Disminuir por81.1%	; --%	;1388	;Disminuir por67.1%	; --%	;1610	;Disminuir por62.3%	; --%	;337	;Disminuir por49.3%	; --%	;453	;Disminuir por39.3%	; --%	;
72	;(Martes)2026/02/10	;616	;Disminuir por80.4%	; --%	;635	;Disminuir por82.7%	; --%	;1298	;Disminuir por56.7%	; --%	;1473	;Disminuir por56.2%	; --%	;291	;Disminuir por55.2%	; --%	;321	;Disminuir por56.2%	; --%	;
73	;(Miércoles)2026/02/11	;498	;Disminuir por80.9%	; --%	;516	;Disminuir por79.1%	; --%	;1224	;Disminuir por58.2%	; --%	;1430	;Disminuir por53.3%	; --%	;295	;Disminuir por58.3%	; --%	;317	;Disminuir por61.8%	; --%	;
74	;(Jueves)2026/02/12	;612	;Disminuir por74.1%	; --%	;712	;Disminuir por69.2%	; --%	;1361	;Disminuir por49.7%	; --%	;1608	;Disminuir por43.6%	; --%	;256	;Disminuir por63.3%	; --%	;267	;Disminuir por62.4%	; --%	;
75	;(Viernes)2026/02/13	;613	;Disminuir por77.3%	; --%	;601	;Disminuir por77.5%	; --%	;1520	;Disminuir por65.6%	; --%	;1779	;Disminuir por60.8%	; --%	;160	;Disminuir por77.6%	; --%	;168	;Disminuir por76.7%	; --%	;
76	;(Sábado)2026/02/14	;388	;Disminuir por86.7%	; --%	;383	;Disminuir por86.7%	; --%	;1083	;Disminuir por65.8%	; --%	;1145	;Disminuir por66.8%	; --%	;24	;Disminuir por96.8%	; --%	;28	;Disminuir por96.5%	; --%	;
77	;(Domingo)2026/02/15	;1165	;Disminuir por69.7%	; --%	;1225	;Disminuir por67.6%	; --%	;1483	;Disminuir por55.7%	; --%	;1802	;Disminuir por47.2%	; --%	;190	;Disminuir por74.0%	; --%	;210	;Disminuir por71.5%	; --%	;
78	;(Lunes)2026/02/16	;975	;Disminuir por77.2%	; --%	;1074	;Disminuir por75.4%	; --%	;1647	;Disminuir por54.3%	; --%	;1857	;Disminuir por50.8%	; --%	;480	;Disminuir por25.2%	; --%	;575	;Disminuir por13.3%	; --%	;
79	;(Martes)2026/02/17	;763	;Disminuir por80.0%	; --%	;927	;Disminuir por79.4%	; --%	;1448	;Disminuir por62.1%	; --%	;1652	;Disminuir por61.4%	; --%	;336	;Disminuir por49.5%	; --%	;328	;Disminuir por57.8%	; --%	;
80	;(Miércoles)2026/02/18	;701	;Disminuir por82.3%	; --%	;716	;Disminuir por81.4%	; --%	;1366	;Disminuir por62.0%	; --%	;1402	;Disminuir por62.1%	; --%	;235	;Disminuir por70.9%	; --%	;247	;Disminuir por73.2%	; --%	;
81	;(Jueves)2026/02/19	;780	;Disminuir por80.3%	; --%	;882	;Disminuir por76.7%	; --%	;1482	;Disminuir por56.8%	; --%	;1431	;Disminuir por60.5%	; --%	;220	;Disminuir por68.8%	; --%	;240	;Disminuir por70.4%	; --%	;
82	;(Viernes)2026/02/20	;844	;Disminuir por70.4%	; --%	;903	;Disminuir por75.1%	; --%	;1649	;Disminuir por47.2%	; --%	;1637	;Disminuir por52.7%	; --%	;276	;Disminuir por26.6%	; --%	;262	;Disminuir por35.1%	; --%	;
83	;(Sábado)2026/02/21	;1287	;Disminuir por55.6%	; --%	;1343	;Disminuir por60.2%	; --%	;2324	;Disminuir por31.7%	; --%	;2325	;Disminuir por33.8%	; --%	;296	;Disminuir por60.1%	; --%	;280	;Disminuir por63.6%	; --%	;
84	;(Domingo)2026/02/22	;1271	;Disminuir por67.1%	; --%	;1494	;Disminuir por64.2%	; --%	;1475	;Disminuir por60.5%	; --%	;1515	;Disminuir por61.9%	; --%	;309	;Disminuir por53.8%	; --%	;267	;Disminuir por62.2%	; --%	;
85	;(Lunes)2026/02/23	;973	;Disminuir por67.7%	; --%	;1038	;Disminuir por70.6%	; --%	;1477	;Disminuir por57.5%	; --%	;1444	;Disminuir por58.3%	; --%	;404	;Aumentar por0.7%	; --%	;440	;Aumentar por12.5%	; --%	;
86	;(Martes)2026/02/24	;724	;Disminuir por81.7%	; --%	;779	;Disminuir por82.2%	; --%	;1336	;Disminuir por61.1%	; --%	;1266	;Disminuir por65.4%	; --%	;288	;Disminuir por57.6%	; --%	;286	;Disminuir por62.0%	; --%	;
