Análisis de tipo multiobjetivo	;
Información básica	;
Hora de exportación: 2026/08/11 10:06:17	;
Operador: Touristcheck	;
Objetivo de estadísticas: C Saiz De Carlos	;
Exportar contenido:Número de personas,Vehículos a motor,Vehículos sin motor	;
Hora del informe: 2026/06/01 00:00:00 - 2026/08/31 23:59:59	;

Personas totales	; 	; 	; 	; 	; 	;Total de vehículos a motor	; 	; 	; 	; 	; 	;Total de vehículos sin motor	;
Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	;
Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;
448783	;Aumentar por148.7%	;Disminuir por14.0%	;274829	;Aumentar por251.6%	;Disminuir por13.1%	;757	;Aumentar por169.4%	;Disminuir por52.1%	;3317	;Disminuir por8.1%	;Disminuir por26.9%	;8592	;Aumentar por253.6%	;Aumentar por10.8%	;13714	;Aumentar por188.8%	;Aumentar por16.2%	;

N.º	;Hora	;Personas	; 	; 	; 	; 	; 	;Vehículos a motor	; 	; 	; 	; 	; 	;Vehículos sin motor	;
	;	;Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	;
	;	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;
56	;06/03 07:00 - 08:00	;6	;Aumentar por500.0%	; --%	;1	;Disminuir por66.7%	;Disminuir por75.0%	;0	; --%	; --%	;5	;Aumentar por150.0%	;Aumentar por66.7%	;0	; --%	; --%	;0	; --%	; --%	;
57	;06/03 08:00 - 09:00	;40	;Aumentar por700.0%	;Aumentar por344.4%	;35	;Aumentar por483.3%	;Aumentar por1650.0%	;0	; --%	;Disminuir por100.0%	;6	;Aumentar por100.0%	;Disminuir por64.7%	;0	; --%	;Disminuir por100.0%	;5	;Aumentar por400.0%	; --%	;
58	;06/03 09:00 - 10:00	;59	;Aumentar por103.4%	;Aumentar por55.3%	;34	;Aumentar por88.9%	;Aumentar por161.5%	;1	; --%	; --%	;2	;Sin cambios	;Disminuir por50.0%	;0	; --%	; --%	;3	;Sin cambios	;Disminuir por25.0%	;
59	;06/03 10:00 - 11:00	;105	;Disminuir por6.3%	;Aumentar por45.8%	;34	;Aumentar por30.8%	;Sin cambios	;0	;Disminuir por100.0%	;Disminuir por100.0%	;4	;Aumentar por100.0%	;Disminuir por33.3%	;1	; --%	;Disminuir por50.0%	;1	;Disminuir por50.0%	;Disminuir por66.7%	;
60	;06/03 11:00 - 12:00	;213	;Aumentar por93.6%	;Aumentar por80.5%	;77	;Aumentar por196.2%	;Aumentar por108.1%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;2	;Sin cambios	;Disminuir por77.8%	;2	; --%	;Aumentar por100.0%	;2	;Aumentar por100.0%	;Disminuir por33.3%	;
61	;06/03 12:00 - 13:00	;76	;Aumentar por181.5%	;Aumentar por5.6%	;37	;Aumentar por76.2%	;Aumentar por68.2%	;2	;Aumentar por100.0%	;Sin cambios	;3	;Sin cambios	;Disminuir por40.0%	;0	;Disminuir por100.0%	; --%	;4	;Disminuir por50.0%	;Aumentar por300.0%	;
62	;06/03 13:00 - 14:00	;33	;Aumentar por230.0%	;Disminuir por54.8%	;24	;Aumentar por140.0%	;Disminuir por25.0%	;0	; --%	; --%	;4	;Aumentar por33.3%	;Aumentar por300.0%	;0	; --%	;Disminuir por100.0%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;
63	;06/03 14:00 - 15:00	;38	; --%	;Disminuir por29.6%	;14	; --%	;Disminuir por48.1%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;8	; --%	;Aumentar por14.3%	;
64	;06/03 15:00 - 16:00	;27	; --%	;Disminuir por54.2%	;9	; --%	;Disminuir por57.1%	;0	; --%	; --%	;1	; --%	;Disminuir por50.0%	;0	; --%	;Disminuir por100.0%	;8	; --%	;Aumentar por700.0%	;
65	;06/03 16:00 - 17:00	;44	; --%	;Aumentar por2.3%	;30	; --%	;Aumentar por150.0%	;0	; --%	; --%	;2	; --%	;Disminuir por33.3%	;2	; --%	; --%	;5	; --%	;Aumentar por150.0%	;
66	;06/03 17:00 - 18:00	;78	; --%	;Disminuir por3.7%	;37	; --%	;Aumentar por164.3%	;0	; --%	; --%	;3	; --%	;Disminuir por50.0%	;0	; --%	; --%	;8	; --%	;Aumentar por166.7%	;
67	;06/03 18:00 - 19:00	;178	; --%	;Aumentar por21.1%	;49	; --%	;Aumentar por11.4%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;1	; --%	;Disminuir por66.7%	;
68	;06/03 19:00 - 20:00	;293	; --%	;Aumentar por22.6%	;84	; --%	;Disminuir por3.4%	;0	; --%	; --%	;1	; --%	;Sin cambios	;1	; --%	;Sin cambios	;1	; --%	;Sin cambios	;
69	;06/03 20:00 - 21:00	;207	; --%	;Aumentar por40.8%	;81	; --%	;Aumentar por50.0%	;0	; --%	; --%	;1	; --%	;Sin cambios	;2	; --%	;Aumentar por100.0%	;3	; --%	;Aumentar por200.0%	;
70	;06/03 21:00 - 22:00	;133	; --%	;Aumentar por150.9%	;60	; --%	;Aumentar por87.5%	;0	; --%	; --%	;0	; --%	; --%	;7	; --%	; --%	;1	; --%	; --%	;
71	;06/03 22:00 - 23:00	;83	; --%	;Aumentar por315.0%	;49	; --%	;Aumentar por345.5%	;0	; --%	; --%	;1	; --%	;Disminuir por50.0%	;1	; --%	; --%	;0	; --%	; --%	;
72	;06/03 23:00 - 24:00	;62	; --%	;Aumentar por264.7%	;38	; --%	;Aumentar por533.3%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;2	; --%	; --%	;
73	;06/04 00:00 - 01:00	;22	; --%	;Aumentar por450.0%	;8	; --%	;Aumentar por300.0%	;0	; --%	; --%	;2	; --%	; --%	;0	; --%	;Disminuir por100.0%	;2	; --%	; --%	;
74	;06/04 01:00 - 02:00	;0	; --%	; --%	;4	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
75	;06/04 02:00 - 03:00	;6	; --%	; --%	;9	; --%	; --%	;1	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
76	;06/04 03:00 - 04:00	;11	; --%	; --%	;11	; --%	; --%	;0	; --%	; --%	;1	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
77	;06/04 04:00 - 05:00	;0	; --%	;Disminuir por100.0%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;1	; --%	;Sin cambios	;0	; --%	; --%	;0	; --%	; --%	;
78	;06/04 05:00 - 06:00	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;0	; --%	; --%	;
79	;06/04 06:00 - 07:00	;2	; --%	;Disminuir por33.3%	;0	; --%	; --%	;0	; --%	; --%	;1	; --%	; --%	;0	; --%	; --%	;1	; --%	; --%	;
80	;06/04 07:00 - 08:00	;2	; --%	;Disminuir por50.0%	;3	; --%	;Aumentar por50.0%	;0	; --%	; --%	;3	; --%	;Aumentar por200.0%	;0	; --%	; --%	;0	; --%	; --%	;
81	;06/04 08:00 - 09:00	;21	;Aumentar por600.0%	;Aumentar por61.5%	;17	;Aumentar por1600.0%	;Aumentar por112.5%	;0	; --%	; --%	;5	;Aumentar por25.0%	;Aumentar por25.0%	;0	; --%	; --%	;2	; --%	;Disminuir por50.0%	;
82	;06/04 09:00 - 10:00	;23	;Aumentar por1050.0%	;Disminuir por8.0%	;21	;Aumentar por200.0%	;Aumentar por75.0%	;1	; --%	; --%	;9	;Aumentar por800.0%	;Aumentar por28.6%	;0	; --%	; --%	;4	;Aumentar por300.0%	;Aumentar por33.3%	;
83	;06/04 10:00 - 11:00	;57	;Aumentar por90.0%	;Disminuir por36.0%	;28	;Aumentar por180.0%	;Disminuir por3.4%	;0	; --%	;Disminuir por100.0%	;5	;Aumentar por66.7%	;Disminuir por50.0%	;4	; --%	;Aumentar por300.0%	;5	;Aumentar por400.0%	;Aumentar por25.0%	;
84	;06/04 11:00 - 12:00	;135	;Aumentar por193.5%	;Aumentar por53.4%	;59	;Aumentar por742.9%	;Aumentar por31.1%	;0	; --%	; --%	;5	;Aumentar por150.0%	;Aumentar por25.0%	;1	;Sin cambios	; --%	;4	;Aumentar por33.3%	;Aumentar por100.0%	;
85	;06/04 12:00 - 13:00	;61	;Aumentar por10.9%	;Disminuir por11.6%	;22	;Disminuir por35.3%	;Disminuir por24.1%	;0	; --%	; --%	;2	;Aumentar por100.0%	;Disminuir por66.7%	;1	; --%	;Disminuir por66.7%	;6	;Aumentar por500.0%	;Aumentar por100.0%	;
86	;06/04 13:00 - 14:00	;34	;Aumentar por183.3%	;Disminuir por26.1%	;28	;Aumentar por460.0%	;Aumentar por55.6%	;0	;Disminuir por100.0%	; --%	;4	;Aumentar por33.3%	;Aumentar por300.0%	;0	; --%	; --%	;3	;Aumentar por200.0%	;Sin cambios	;
87	;06/04 14:00 - 15:00	;53	;Aumentar por341.7%	;Aumentar por76.7%	;32	;Aumentar por3100.0%	;Aumentar por45.5%	;0	; --%	;Disminuir por100.0%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;1	; --%	; --%	;4	; --%	;Disminuir por20.0%	;
88	;06/04 15:00 - 16:00	;38	;Aumentar por100.0%	;Sin cambios	;15	;Aumentar por114.3%	;Disminuir por44.4%	;0	; --%	;Disminuir por100.0%	;4	;Sin cambios	;Disminuir por55.6%	;2	; --%	; --%	;4	; --%	;Disminuir por20.0%	;
89	;06/04 16:00 - 17:00	;46	;Aumentar por142.1%	;Aumentar por17.9%	;30	;Aumentar por130.8%	;Disminuir por21.1%	;0	; --%	; --%	;4	;Sin cambios	;Disminuir por20.0%	;1	;Sin cambios	;Disminuir por50.0%	;7	;Aumentar por600.0%	;Disminuir por22.2%	;
90	;06/04 17:00 - 18:00	;82	;Aumentar por57.7%	;Aumentar por20.6%	;42	;Aumentar por320.0%	;Aumentar por20.0%	;0	; --%	; --%	;2	;Aumentar por100.0%	;Disminuir por33.3%	;1	;Sin cambios	;Sin cambios	;4	;Aumentar por300.0%	;Sin cambios	;
91	;06/04 18:00 - 19:00	;168	;Aumentar por366.7%	;Aumentar por48.7%	;63	;Aumentar por425.0%	;Aumentar por57.5%	;0	; --%	; --%	;1	;Disminuir por66.7%	;Disminuir por50.0%	;0	; --%	;Disminuir por100.0%	;7	;Aumentar por250.0%	;Sin cambios	;
92	;06/04 19:00 - 20:00	;225	;Aumentar por1223.5%	;Aumentar por5.6%	;105	;Aumentar por2000.0%	;Aumentar por26.5%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;1	; --%	;Disminuir por83.3%	;3	; --%	;Disminuir por25.0%	;
93	;06/04 20:00 - 21:00	;197	;Aumentar por1690.9%	;Disminuir por2.5%	;77	; --%	;Aumentar por1.3%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;0	; --%	;Disminuir por100.0%	;6	; --%	;Aumentar por200.0%	;
94	;06/04 21:00 - 22:00	;220	;Aumentar por7233.3%	;Aumentar por124.5%	;86	;Aumentar por4200.0%	;Aumentar por45.8%	;0	; --%	; --%	;0	; --%	; --%	;2	; --%	;Sin cambios	;4	; --%	;Aumentar por100.0%	;
95	;06/04 22:00 - 23:00	;164	; --%	;Aumentar por137.7%	;74	; --%	;Aumentar por80.5%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;2	; --%	; --%	;2	; --%	;Aumentar por100.0%	;
96	;06/04 23:00 - 24:00	;97	;Aumentar por2325.0%	;Aumentar por27.6%	;58	;Aumentar por2800.0%	;Aumentar por48.7%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;1	; --%	; --%	;3	;Aumentar por200.0%	; --%	;
97	;06/05 00:00 - 01:00	;14	; --%	;Sin cambios	;18	; --%	;Aumentar por1700.0%	;0	;Disminuir por100.0%	; --%	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;1	; --%	; --%	;
98	;06/05 01:00 - 02:00	;1	; --%	; --%	;4	; --%	;Disminuir por69.2%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
99	;06/05 02:00 - 03:00	;0	; --%	; --%	;1	; --%	;Sin cambios	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;0	; --%	; --%	;
100	;06/05 03:00 - 04:00	;12	; --%	;Aumentar por500.0%	;11	; --%	;Aumentar por266.7%	;8	; --%	; --%	;9	; --%	;Aumentar por800.0%	;0	; --%	; --%	;0	; --%	; --%	;
101	;06/05 04:00 - 05:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;1	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
102	;06/05 05:00 - 06:00	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;0	; --%	; --%	;
103	;06/05 06:00 - 07:00	;0	; --%	;Disminuir por100.0%	;1	; --%	;Sin cambios	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;1	;Sin cambios	; --%	;
104	;06/05 07:00 - 08:00	;0	;Disminuir por100.0%	;Disminuir por100.0%	;1	;Sin cambios	;Disminuir por50.0%	;0	; --%	; --%	;5	;Aumentar por66.7%	;Aumentar por150.0%	;0	; --%	; --%	;0	; --%	; --%	;
105	;06/05 08:00 - 09:00	;8	;Aumentar por700.0%	;Disminuir por20.0%	;8	;Aumentar por100.0%	;Disminuir por33.3%	;0	; --%	;Disminuir por100.0%	;6	;Aumentar por100.0%	;Disminuir por25.0%	;0	; --%	; --%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;
106	;06/05 09:00 - 10:00	;29	;Aumentar por480.0%	;Disminuir por39.6%	;14	;Aumentar por366.7%	;Disminuir por64.1%	;0	;Disminuir por100.0%	; --%	;7	;Aumentar por75.0%	;Disminuir por36.4%	;0	; --%	;Disminuir por100.0%	;0	; --%	;Disminuir por100.0%	;
107	;06/05 10:00 - 11:00	;42	;Aumentar por133.3%	;Disminuir por44.0%	;23	;Aumentar por187.5%	;Disminuir por23.3%	;0	; --%	; --%	;8	;Aumentar por60.0%	;Aumentar por60.0%	;2	; --%	;Aumentar por100.0%	;2	; --%	;Disminuir por33.3%	;
108	;06/05 11:00 - 12:00	;133	;Aumentar por13200.0%	;Aumentar por46.2%	;32	;Aumentar por1500.0%	;Disminuir por20.0%	;0	;Disminuir por100.0%	; --%	;8	;Aumentar por60.0%	;Aumentar por700.0%	;2	; --%	; --%	;0	; --%	;Disminuir por100.0%	;
109	;06/05 12:00 - 13:00	;244	;Aumentar por12100.0%	;Aumentar por194.0%	;48	;Aumentar por860.0%	;Aumentar por220.0%	;0	;Disminuir por100.0%	; --%	;8	;Aumentar por100.0%	;Aumentar por100.0%	;2	; --%	;Sin cambios	;1	; --%	;Disminuir por66.7%	;
110	;06/05 13:00 - 14:00	;157	;Aumentar por3825.0%	;Aumentar por149.2%	;73	;Aumentar por1360.0%	;Aumentar por265.0%	;1	; --%	; --%	;5	;Sin cambios	;Sin cambios	;1	; --%	;Disminuir por50.0%	;3	; --%	;Aumentar por50.0%	;
111	;06/05 14:00 - 15:00	;59	;Aumentar por181.0%	;Aumentar por34.1%	;36	;Aumentar por227.3%	;Aumentar por44.0%	;0	; --%	; --%	;10	;Aumentar por233.3%	;Aumentar por900.0%	;1	; --%	; --%	;1	; --%	;Disminuir por75.0%	;
112	;06/05 15:00 - 16:00	;55	;Aumentar por400.0%	;Aumentar por17.0%	;23	;Aumentar por130.0%	;Disminuir por20.7%	;0	; --%	;Disminuir por100.0%	;1	;Disminuir por75.0%	;Disminuir por66.7%	;0	; --%	; --%	;2	; --%	;Sin cambios	;
113	;06/05 16:00 - 17:00	;139	;Aumentar por379.3%	;Aumentar por215.9%	;35	;Aumentar por288.9%	;Aumentar por66.7%	;0	; --%	; --%	;2	;Aumentar por100.0%	;Disminuir por60.0%	;2	;Disminuir por33.3%	; --%	;1	; --%	;Disminuir por50.0%	;
114	;06/05 17:00 - 18:00	;158	;Aumentar por209.8%	;Aumentar por243.5%	;108	;Aumentar por315.4%	;Aumentar por980.0%	;0	; --%	; --%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;6	;Aumentar por20.0%	;Aumentar por500.0%	;
115	;06/05 18:00 - 19:00	;286	;Aumentar por361.3%	;Aumentar por130.6%	;108	;Aumentar por440.0%	;Aumentar por47.9%	;0	; --%	; --%	;1	;Disminuir por80.0%	; --%	;0	; --%	;Disminuir por100.0%	;4	; --%	;Sin cambios	;
116	;06/05 19:00 - 20:00	;364	;Aumentar por600.0%	;Aumentar por82.0%	;116	;Aumentar por866.7%	;Aumentar por52.6%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;1	;Disminuir por50.0%	;Disminuir por50.0%	;1	;Sin cambios	;Disminuir por75.0%	;
117	;06/05 20:00 - 21:00	;697	;Aumentar por4546.7%	;Aumentar por314.9%	;383	;Aumentar por4687.5%	;Aumentar por431.9%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;2	; --%	;Aumentar por100.0%	;17	; --%	; --%	;
118	;06/05 21:00 - 22:00	;1156	;Aumentar por19166.7%	;Aumentar por383.7%	;920	;Aumentar por91900.0%	;Aumentar por392.0%	;0	; --%	; --%	;0	; --%	; --%	;8	; --%	;Disminuir por71.4%	;35	; --%	;Disminuir por22.2%	;
119	;06/05 22:00 - 23:00	;730	;Aumentar por36400.0%	;Aumentar por163.5%	;605	; --%	;Aumentar por196.6%	;0	; --%	; --%	;0	; --%	; --%	;25	; --%	;Aumentar por108.3%	;43	; --%	;Aumentar por126.3%	;
120	;06/05 23:00 - 24:00	;211	;Aumentar por6933.3%	;Aumentar por263.8%	;147	;Aumentar por7250.0%	;Aumentar por345.5%	;0	; --%	; --%	;0	; --%	; --%	;2	; --%	; --%	;3	; --%	;Aumentar por50.0%	;
121	;06/06 00:00 - 01:00	;50	; --%	;Aumentar por400.0%	;37	; --%	;Aumentar por311.1%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;1	; --%	; --%	;4	; --%	; --%	;
122	;06/06 01:00 - 02:00	;10	; --%	;Aumentar por42.9%	;12	; --%	;Aumentar por71.4%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;
123	;06/06 02:00 - 03:00	;24	; --%	;Aumentar por242.9%	;7	; --%	; --%	;0	; --%	;Disminuir por100.0%	;1	; --%	;Disminuir por66.7%	;0	; --%	; --%	;1	; --%	; --%	;
124	;06/06 03:00 - 04:00	;1	; --%	;Sin cambios	;5	;Aumentar por400.0%	;Aumentar por25.0%	;0	; --%	; --%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	; --%	; --%	;0	; --%	; --%	;
125	;06/06 04:00 - 05:00	;15	; --%	; --%	;32	;Aumentar por3100.0%	; --%	;5	; --%	; --%	;7	; --%	;Aumentar por600.0%	;0	; --%	; --%	;1	; --%	; --%	;
126	;06/06 05:00 - 06:00	;11	; --%	; --%	;2	; --%	; --%	;0	; --%	; --%	;1	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
127	;06/06 06:00 - 07:00	;0	;Disminuir por100.0%	;Disminuir por100.0%	;1	;Sin cambios	;Disminuir por66.7%	;0	; --%	; --%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;1	; --%	; --%	;0	; --%	; --%	;
128	;06/06 07:00 - 08:00	;6	; --%	;Aumentar por20.0%	;8	; --%	;Aumentar por100.0%	;0	; --%	; --%	;1	;Disminuir por66.7%	;Disminuir por66.7%	;0	; --%	; --%	;1	; --%	; --%	;
129	;06/06 08:00 - 09:00	;14	;Aumentar por366.7%	;Aumentar por27.3%	;3	;Disminuir por25.0%	;Disminuir por57.1%	;0	; --%	;Disminuir por100.0%	;2	;Disminuir por71.4%	;Disminuir por50.0%	;2	; --%	; --%	;0	;Disminuir por100.0%	; --%	;
130	;06/06 09:00 - 10:00	;48	;Aumentar por500.0%	;Aumentar por100.0%	;36	;Aumentar por3500.0%	;Aumentar por111.8%	;0	; --%	; --%	;2	;Disminuir por33.3%	;Disminuir por33.3%	;0	; --%	; --%	;4	; --%	;Disminuir por20.0%	;
131	;06/06 10:00 - 11:00	;124	;Aumentar por275.8%	;Aumentar por22.8%	;27	;Aumentar por107.7%	;Disminuir por28.9%	;0	;Disminuir por100.0%	; --%	;3	;Disminuir por50.0%	;Disminuir por62.5%	;0	; --%	;Disminuir por100.0%	;7	; --%	;Aumentar por75.0%	;
132	;06/06 11:00 - 12:00	;276	;Aumentar por573.2%	;Aumentar por52.5%	;135	;Aumentar por650.0%	;Aumentar por46.7%	;0	; --%	;Disminuir por100.0%	;1	;Disminuir por75.0%	;Disminuir por80.0%	;0	; --%	;Disminuir por100.0%	;5	; --%	;Sin cambios	;
133	;06/06 12:00 - 13:00	;202	;Aumentar por2144.4%	;Aumentar por80.4%	;68	;Aumentar por353.3%	;Disminuir por28.4%	;0	; --%	; --%	;2	;Aumentar por100.0%	;Sin cambios	;0	;Disminuir por100.0%	; --%	;7	; --%	;Aumentar por16.7%	;
134	;06/06 13:00 - 14:00	;141	;Aumentar por513.0%	;Aumentar por200.0%	;85	;Aumentar por608.3%	;Aumentar por150.0%	;0	; --%	;Disminuir por100.0%	;1	;Disminuir por66.7%	;Disminuir por66.7%	;1	; --%	;Sin cambios	;6	;Aumentar por200.0%	;Aumentar por100.0%	;
135	;06/06 14:00 - 15:00	;107	;Aumentar por494.4%	;Aumentar por245.2%	;48	;Aumentar por433.3%	;Aumentar por92.0%	;0	; --%	; --%	;1	;Disminuir por80.0%	;Disminuir por66.7%	;1	;Sin cambios	;Sin cambios	;6	;Aumentar por200.0%	;Sin cambios	;
136	;06/06 15:00 - 16:00	;106	;Aumentar por278.6%	;Aumentar por116.3%	;60	;Aumentar por900.0%	;Aumentar por185.7%	;0	; --%	; --%	;1	;Disminuir por80.0%	;Sin cambios	;1	;Sin cambios	; --%	;1	; --%	;Disminuir por75.0%	;
137	;06/06 16:00 - 17:00	;130	;Aumentar por170.8%	;Aumentar por49.4%	;58	;Aumentar por1833.3%	;Aumentar por141.7%	;0	; --%	; --%	;1	; --%	;Disminuir por50.0%	;1	; --%	;Sin cambios	;4	;Aumentar por100.0%	;Aumentar por300.0%	;
138	;06/06 17:00 - 18:00	;288	;Aumentar por364.5%	;Aumentar por274.0%	;76	;Aumentar por216.7%	;Aumentar por145.2%	;0	; --%	; --%	;1	;Disminuir por50.0%	;Disminuir por50.0%	;2	;Aumentar por100.0%	;Aumentar por100.0%	;4	;Aumentar por100.0%	;Disminuir por33.3%	;
139	;06/06 18:00 - 19:00	;347	;Aumentar por671.1%	;Aumentar por98.3%	;103	;Aumentar por586.7%	;Disminuir por12.7%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;3	; --%	;Disminuir por25.0%	;3	;Sin cambios	;Disminuir por50.0%	;
140	;06/06 19:00 - 20:00	;775	;Aumentar por3775.0%	;Aumentar por239.9%	;318	;Aumentar por6260.0%	;Aumentar por313.0%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;7	; --%	;Disminuir por30.0%	;7	; --%	;Aumentar por75.0%	;
141	;06/06 20:00 - 21:00	;1351	;Aumentar por9550.0%	;Aumentar por175.7%	;818	;Aumentar por81700.0%	;Aumentar por217.1%	;0	; --%	; --%	;0	; --%	; --%	;55	; --%	;Aumentar por2650.0%	;50	; --%	;Aumentar por2400.0%	;
142	;06/06 21:00 - 22:00	;1079	;Aumentar por11888.9%	;Aumentar por137.7%	;745	;Aumentar por24733.3%	;Aumentar por170.9%	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;28	; --%	;Aumentar por180.0%	;52	; --%	;Aumentar por5100.0%	;
143	;06/06 22:00 - 23:00	;1031	;Aumentar por20520.0%	;Aumentar por42.2%	;747	;Aumentar por18575.0%	;Aumentar por24.1%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;13	; --%	;Disminuir por13.3%	;33	; --%	;Aumentar por83.3%	;
144	;06/06 23:00 - 24:00	;481	;Aumentar por23950.0%	;Aumentar por111.0%	;381	;Aumentar por12600.0%	;Aumentar por269.9%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;63	; --%	;Aumentar por687.5%	;46	; --%	;Aumentar por2200.0%	;
145	;06/07 00:00 - 01:00	;122	;Aumentar por2950.0%	;Disminuir por1.6%	;83	; --%	;Disminuir por34.6%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;2	; --%	;Aumentar por100.0%	;
146	;06/07 01:00 - 02:00	;10	; --%	;Disminuir por69.7%	;8	;Aumentar por100.0%	;Disminuir por46.7%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;1	; --%	; --%	;
147	;06/07 02:00 - 03:00	;23	;Aumentar por2200.0%	;Aumentar por155.6%	;15	; --%	;Aumentar por25.0%	;0	; --%	; --%	;1	; --%	;Sin cambios	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;
148	;06/07 03:00 - 04:00	;4	;Aumentar por100.0%	;Aumentar por33.3%	;1	; --%	;Disminuir por90.0%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;1	; --%	; --%	;0	; --%	; --%	;
149	;06/07 04:00 - 05:00	;5	; --%	;Disminuir por44.4%	;7	;Aumentar por600.0%	;Aumentar por250.0%	;1	; --%	; --%	;2	;Aumentar por100.0%	;Aumentar por100.0%	;0	; --%	; --%	;0	; --%	; --%	;
150	;06/07 05:00 - 06:00	;4	; --%	; --%	;1	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
151	;06/07 06:00 - 07:00	;4	;Aumentar por300.0%	;Aumentar por100.0%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;1	; --%	; --%	;0	; --%	; --%	;
152	;06/07 07:00 - 08:00	;6	;Aumentar por500.0%	;Aumentar por200.0%	;5	;Aumentar por400.0%	;Sin cambios	;1	;Sin cambios	; --%	;5	;Aumentar por150.0%	;Aumentar por150.0%	;0	; --%	; --%	;0	; --%	; --%	;
153	;06/07 08:00 - 09:00	;14	;Aumentar por180.0%	;Aumentar por27.3%	;15	;Aumentar por1400.0%	;Aumentar por87.5%	;0	; --%	;Disminuir por100.0%	;1	;Disminuir por75.0%	;Disminuir por75.0%	;0	; --%	; --%	;1	; --%	;Sin cambios	;
