Análisis de tipo multiobjetivo	;
Información básica	;
Hora de exportación: 2026/08/11 10:04:29	;
Operador: Touristcheck	;
Objetivo de estadísticas: C Mayor - Baluarte Del Principe	;
Exportar contenido:Número de personas,Vehículos a motor,Vehículos sin motor	;
Hora del informe: 2026/06/01 00:00:00 - 2026/08/31 23:59:59	;

Personas totales	; 	; 	; 	; 	; 	;Total de vehículos a motor	; 	; 	; 	; 	; 	;Total de vehículos sin motor	;
Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	;
Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;
331870	;Aumentar por39.9%	;Disminuir por38.7%	;247340	;Aumentar por41.5%	;Disminuir por35.7%	;17423	;Disminuir por34.7%	;Disminuir por13.5%	;3945	;Disminuir por56.2%	;Aumentar por13.8%	;10821	;Aumentar por61.1%	;Disminuir por17.3%	;2776	;Aumentar por97.0%	;Aumentar por29.4%	;

N.º	;Hora	;Personas	; 	; 	; 	; 	; 	;Vehículos a motor	; 	; 	; 	; 	; 	;Vehículos sin motor	;
	;	;Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	;
	;	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;
259	;06/11 18:00 - 19:00	;271	;Aumentar por401.9%	;Disminuir por2.5%	;160	;Aumentar por180.7%	;Aumentar por49.5%	;15	;Aumentar por15.4%	;Aumentar por7.1%	;1	;Sin cambios	; --%	;7	;Aumentar por133.3%	;Disminuir por36.4%	;0	;Disminuir por100.0%	; --%	;
260	;06/11 19:00 - 20:00	;420	;Aumentar por1455.6%	;Disminuir por0.5%	;278	;Aumentar por1444.4%	;Disminuir por1.4%	;8	;Sin cambios	;Aumentar por33.3%	;1	; --%	; --%	;3	; --%	;Disminuir por76.9%	;0	; --%	;Disminuir por100.0%	;
261	;06/11 20:00 - 21:00	;282	;Aumentar por1914.3%	;Disminuir por30.2%	;218	;Aumentar por2625.0%	;Disminuir por31.2%	;6	;Aumentar por500.0%	;Disminuir por14.3%	;0	; --%	; --%	;7	; --%	;Aumentar por133.3%	;1	; --%	;Disminuir por66.7%	;
262	;06/11 21:00 - 22:00	;194	; --%	;Disminuir por36.0%	;213	;Aumentar por21200.0%	;Aumentar por0.9%	;7	; --%	;Aumentar por133.3%	;0	; --%	; --%	;3	; --%	;Aumentar por50.0%	;2	; --%	; --%	;
263	;06/11 22:00 - 23:00	;110	;Aumentar por2650.0%	;Disminuir por29.5%	;81	;Aumentar por8000.0%	;Disminuir por22.1%	;4	; --%	;Aumentar por33.3%	;0	; --%	; --%	;3	; --%	;Disminuir por40.0%	;0	; --%	; --%	;
264	;06/11 23:00 - 24:00	;34	;Aumentar por3300.0%	;Disminuir por34.6%	;55	; --%	;Aumentar por5.8%	;3	; --%	;Aumentar por50.0%	;1	; --%	; --%	;5	; --%	;Aumentar por150.0%	;3	; --%	;Aumentar por200.0%	;
265	;06/12 00:00 - 01:00	;8	; --%	;Aumentar por14.3%	;4	;Aumentar por300.0%	;Disminuir por66.7%	;1	;Sin cambios	; --%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;
266	;06/12 01:00 - 02:00	;1	; --%	; --%	;0	; --%	; --%	;1	; --%	; --%	;2	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
267	;06/12 02:00 - 03:00	;1	; --%	;Disminuir por66.7%	;2	; --%	;Disminuir por50.0%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;
268	;06/12 03:00 - 04:00	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;1	; --%	;Sin cambios	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
269	;06/12 04:00 - 05:00	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
270	;06/12 05:00 - 06:00	;0	;Disminuir por100.0%	; --%	;2	;Sin cambios	;Disminuir por50.0%	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
271	;06/12 06:00 - 07:00	;3	;Aumentar por50.0%	;Disminuir por40.0%	;2	;Aumentar por100.0%	;Disminuir por50.0%	;4	; --%	; --%	;1	; --%	; --%	;1	; --%	;Disminuir por50.0%	;0	; --%	; --%	;
272	;06/12 07:00 - 08:00	;2	;Disminuir por33.3%	;Disminuir por71.4%	;8	;Aumentar por700.0%	;Disminuir por33.3%	;11	;Sin cambios	;Disminuir por38.9%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;4	;Aumentar por300.0%	;Disminuir por33.3%	;0	; --%	; --%	;
273	;06/12 08:00 - 09:00	;15	;Aumentar por150.0%	;Disminuir por31.8%	;14	;Aumentar por55.6%	;Disminuir por48.1%	;23	;Aumentar por43.8%	;Aumentar por21.1%	;2	;Disminuir por33.3%	;Aumentar por100.0%	;4	;Aumentar por100.0%	;Disminuir por42.9%	;1	; --%	; --%	;
274	;06/12 09:00 - 10:00	;41	;Aumentar por310.0%	;Disminuir por39.7%	;31	;Aumentar por210.0%	;Aumentar por29.2%	;28	;Aumentar por16.7%	;Aumentar por3.7%	;2	;Aumentar por100.0%	;Disminuir por50.0%	;11	;Aumentar por175.0%	;Aumentar por37.5%	;1	;Sin cambios	; --%	;
275	;06/12 10:00 - 11:00	;110	;Disminuir por48.4%	;Disminuir por58.8%	;125	;Aumentar por171.7%	;Aumentar por66.7%	;41	;Aumentar por41.4%	;Aumentar por46.4%	;4	; --%	;Disminuir por55.6%	;14	;Aumentar por250.0%	;Aumentar por100.0%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;
276	;06/12 11:00 - 12:00	;173	;Disminuir por7.5%	;Aumentar por1.2%	;99	;Aumentar por15.1%	;Disminuir por22.0%	;21	;Disminuir por4.5%	;Disminuir por25.0%	;1	; --%	;Disminuir por50.0%	;15	;Aumentar por114.3%	;Disminuir por11.8%	;1	;Disminuir por50.0%	;Disminuir por50.0%	;
277	;06/12 12:00 - 13:00	;144	;Disminuir por6.5%	;Aumentar por5.1%	;173	;Aumentar por60.2%	;Aumentar por45.4%	;19	;Disminuir por17.4%	;Disminuir por20.8%	;1	;Disminuir por66.7%	; --%	;10	;Aumentar por66.7%	;Disminuir por16.7%	;4	;Aumentar por300.0%	;Disminuir por20.0%	;
278	;06/12 13:00 - 14:00	;126	;Disminuir por3.1%	;Disminuir por5.3%	;111	;Aumentar por8.8%	;Aumentar por14.4%	;17	;Sin cambios	;Aumentar por54.5%	;1	;Disminuir por75.0%	; --%	;10	;Aumentar por100.0%	;Sin cambios	;0	;Disminuir por100.0%	; --%	;
279	;06/12 14:00 - 15:00	;113	;Aumentar por156.8%	;Aumentar por46.8%	;111	;Aumentar por44.2%	;Aumentar por48.0%	;19	;Sin cambios	;Aumentar por46.2%	;3	;Disminuir por40.0%	;Sin cambios	;7	;Aumentar por133.3%	;Disminuir por36.4%	;1	;Disminuir por66.7%	;Disminuir por50.0%	;
280	;06/12 15:00 - 16:00	;103	;Aumentar por164.1%	;Aumentar por9.6%	;102	;Aumentar por191.4%	;Aumentar por121.7%	;10	;Disminuir por52.4%	;Disminuir por33.3%	;2	;Disminuir por81.8%	; --%	;2	;Sin cambios	;Disminuir por66.7%	;0	; --%	; --%	;
281	;06/12 16:00 - 17:00	;133	;Aumentar por171.4%	;Aumentar por0.8%	;111	;Aumentar por217.1%	;Aumentar por170.7%	;20	;Disminuir por35.5%	;Aumentar por185.7%	;8	;Disminuir por46.7%	; --%	;6	;Aumentar por50.0%	;Disminuir por14.3%	;0	;Disminuir por100.0%	; --%	;
282	;06/12 17:00 - 18:00	;137	;Aumentar por158.5%	;Disminuir por20.3%	;80	;Aumentar por35.6%	;Aumentar por25.0%	;11	;Disminuir por31.3%	;Disminuir por31.3%	;2	; --%	; --%	;9	;Aumentar por350.0%	;Sin cambios	;0	;Disminuir por100.0%	;Disminuir por100.0%	;
283	;06/12 18:00 - 19:00	;195	;Aumentar por323.9%	;Aumentar por12.1%	;99	;Aumentar por182.9%	;Disminuir por2.0%	;14	;Disminuir por17.6%	;Aumentar por366.7%	;5	;Aumentar por66.7%	; --%	;14	;Aumentar por250.0%	;Aumentar por40.0%	;1	; --%	; --%	;
284	;06/12 19:00 - 20:00	;481	;Aumentar por2431.6%	;Aumentar por73.6%	;166	;Aumentar por937.5%	;Disminuir por13.1%	;24	;Aumentar por50.0%	;Aumentar por140.0%	;4	;Aumentar por33.3%	; --%	;9	; --%	;Aumentar por12.5%	;0	;Disminuir por100.0%	; --%	;
285	;06/12 20:00 - 21:00	;474	;Aumentar por3060.0%	;Aumentar por13.1%	;299	;Aumentar por4171.4%	;Aumentar por37.2%	;7	;Aumentar por75.0%	;Aumentar por250.0%	;3	; --%	; --%	;8	;Aumentar por700.0%	;Aumentar por33.3%	;1	; --%	;Disminuir por75.0%	;
286	;06/12 21:00 - 22:00	;408	;Aumentar por2450.0%	;Aumentar por37.8%	;314	;Aumentar por3040.0%	;Aumentar por37.7%	;5	;Disminuir por44.4%	;Aumentar por25.0%	;0	;Disminuir por100.0%	; --%	;4	; --%	;Disminuir por50.0%	;5	; --%	; --%	;
287	;06/12 22:00 - 23:00	;270	;Aumentar por2354.5%	;Aumentar por29.8%	;212	;Aumentar por3433.3%	;Aumentar por8.2%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	; --%	; --%	;4	;Aumentar por300.0%	;Aumentar por100.0%	;3	; --%	; --%	;
288	;06/12 23:00 - 24:00	;222	;Aumentar por22100.0%	;Aumentar por119.8%	;175	; --%	;Aumentar por80.4%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	; --%	; --%	;4	;Aumentar por300.0%	;Aumentar por33.3%	;0	; --%	;Disminuir por100.0%	;
289	;06/13 00:00 - 01:00	;69	;Aumentar por6800.0%	;Aumentar por130.0%	;52	; --%	;Aumentar por52.9%	;4	;Aumentar por300.0%	;Aumentar por100.0%	;2	; --%	; --%	;2	; --%	;Aumentar por100.0%	;3	; --%	;Sin cambios	;
290	;06/13 01:00 - 02:00	;22	;Aumentar por1000.0%	;Aumentar por633.3%	;20	;Aumentar por1900.0%	;Aumentar por233.3%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;2	; --%	; --%	;0	; --%	; --%	;
291	;06/13 02:00 - 03:00	;3	;Aumentar por200.0%	;Aumentar por50.0%	;0	; --%	;Disminuir por100.0%	;1	;Sin cambios	; --%	;1	; --%	; --%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;
292	;06/13 03:00 - 04:00	;6	; --%	;Aumentar por20.0%	;1	; --%	;Sin cambios	;0	; --%	;Disminuir por100.0%	;0	; --%	;Disminuir por100.0%	;1	; --%	; --%	;0	; --%	; --%	;
293	;06/13 04:00 - 05:00	;0	; --%	; --%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;5	; --%	; --%	;1	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
294	;06/13 05:00 - 06:00	;0	;Disminuir por100.0%	;Disminuir por100.0%	;2	;Aumentar por100.0%	;Disminuir por33.3%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
295	;06/13 06:00 - 07:00	;7	;Aumentar por250.0%	;Aumentar por600.0%	;5	;Aumentar por400.0%	;Disminuir por44.4%	;3	;Sin cambios	;Aumentar por50.0%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;1	; --%	;Disminuir por50.0%	;0	; --%	; --%	;
296	;06/13 07:00 - 08:00	;9	;Aumentar por200.0%	;Disminuir por18.2%	;4	;Sin cambios	;Disminuir por42.9%	;16	;Aumentar por77.8%	;Aumentar por45.5%	;3	; --%	; --%	;3	;Aumentar por50.0%	;Aumentar por200.0%	;0	; --%	; --%	;
297	;06/13 08:00 - 09:00	;24	;Aumentar por700.0%	;Aumentar por60.0%	;31	;Aumentar por416.7%	;Aumentar por34.8%	;3	;Disminuir por88.5%	;Disminuir por89.3%	;1	;Disminuir por75.0%	;Disminuir por50.0%	;6	;Aumentar por100.0%	;Disminuir por40.0%	;1	; --%	; --%	;
298	;06/13 09:00 - 10:00	;47	;Aumentar por74.1%	;Disminuir por14.5%	;41	;Aumentar por355.6%	;Aumentar por10.8%	;16	;Disminuir por20.0%	;Disminuir por56.8%	;5	; --%	;Aumentar por150.0%	;8	;Aumentar por166.7%	;Disminuir por20.0%	;0	;Disminuir por100.0%	; --%	;
299	;06/13 10:00 - 11:00	;150	;Aumentar por41.5%	;Disminuir por41.6%	;71	;Aumentar por238.1%	;Aumentar por16.4%	;28	;Disminuir por17.6%	;Disminuir por40.4%	;2	;Disminuir por33.3%	;Aumentar por100.0%	;4	;Disminuir por55.6%	;Disminuir por71.4%	;3	; --%	; --%	;
300	;06/13 11:00 - 12:00	;379	;Aumentar por124.3%	;Aumentar por35.8%	;219	;Aumentar por97.3%	;Aumentar por27.3%	;21	;Disminuir por36.4%	;Disminuir por12.5%	;1	;Disminuir por50.0%	;Disminuir por50.0%	;12	;Aumentar por100.0%	;Aumentar por71.4%	;1	;Disminuir por50.0%	;Disminuir por66.7%	;
301	;06/13 12:00 - 13:00	;271	;Aumentar por106.9%	;Aumentar por14.3%	;265	;Aumentar por167.7%	;Aumentar por59.6%	;12	;Disminuir por14.3%	;Disminuir por42.9%	;0	;Disminuir por100.0%	; --%	;12	;Aumentar por500.0%	;Aumentar por50.0%	;0	;Disminuir por100.0%	; --%	;
302	;06/13 13:00 - 14:00	;148	;Aumentar por66.3%	;Aumentar por1.4%	;255	;Aumentar por138.3%	;Aumentar por114.3%	;8	;Disminuir por33.3%	;Disminuir por50.0%	;0	; --%	;Disminuir por100.0%	;12	;Aumentar por140.0%	;Aumentar por33.3%	;2	;Sin cambios	;Aumentar por100.0%	;
303	;06/13 14:00 - 15:00	;154	;Aumentar por175.0%	;Aumentar por57.1%	;157	;Aumentar por196.2%	;Aumentar por7.5%	;9	;Disminuir por72.7%	;Disminuir por52.6%	;2	;Disminuir por92.3%	;Sin cambios	;4	;Aumentar por100.0%	;Disminuir por55.6%	;2	; --%	; --%	;
304	;06/13 15:00 - 16:00	;152	;Aumentar por162.1%	;Aumentar por61.7%	;124	;Aumentar por143.1%	;Aumentar por33.3%	;10	;Disminuir por74.4%	;Disminuir por23.1%	;1	;Disminuir por97.3%	; --%	;1	;Sin cambios	;Disminuir por50.0%	;1	;Sin cambios	; --%	;
305	;06/13 16:00 - 17:00	;189	;Aumentar por166.2%	;Aumentar por89.0%	;145	;Aumentar por168.5%	;Aumentar por141.7%	;11	;Disminuir por79.2%	;Disminuir por35.3%	;5	;Disminuir por87.8%	;Aumentar por400.0%	;8	;Aumentar por700.0%	;Sin cambios	;3	; --%	; --%	;
306	;06/13 17:00 - 18:00	;237	;Aumentar por86.6%	;Aumentar por253.7%	;130	;Aumentar por38.3%	;Aumentar por136.4%	;11	;Disminuir por47.6%	;Disminuir por15.4%	;0	;Disminuir por100.0%	; --%	;4	;Aumentar por300.0%	;Disminuir por33.3%	;0	;Disminuir por100.0%	; --%	;
307	;06/13 18:00 - 19:00	;326	;Aumentar por219.6%	;Aumentar por55.2%	;195	;Aumentar por186.8%	;Aumentar por103.1%	;8	;Disminuir por52.9%	;Disminuir por55.6%	;0	;Disminuir por100.0%	; --%	;13	;Aumentar por225.0%	;Disminuir por18.8%	;1	;Sin cambios	; --%	;
308	;06/13 19:00 - 20:00	;654	;Aumentar por1134.0%	;Aumentar por111.7%	;452	;Aumentar por882.6%	;Aumentar por279.8%	;7	;Disminuir por30.0%	;Disminuir por50.0%	;2	;Aumentar por100.0%	; --%	;11	;Aumentar por175.0%	;Aumentar por22.2%	;4	;Aumentar por300.0%	; --%	;
309	;06/13 20:00 - 21:00	;942	;Aumentar por2255.0%	;Aumentar por92.2%	;568	;Aumentar por3450.0%	;Aumentar por71.6%	;3	;Disminuir por50.0%	;Disminuir por50.0%	;0	; --%	; --%	;12	;Aumentar por300.0%	;Aumentar por1100.0%	;1	; --%	;Disminuir por50.0%	;
310	;06/13 21:00 - 22:00	;834	;Aumentar por4805.9%	;Aumentar por93.1%	;508	;Aumentar por4980.0%	;Aumentar por100.8%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	; --%	; --%	;2	;Aumentar por100.0%	;Disminuir por71.4%	;1	; --%	; --%	;
311	;06/13 22:00 - 23:00	;542	;Aumentar por10740.0%	;Aumentar por56.2%	;383	;Aumentar por12666.7%	;Aumentar por63.0%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	; --%	; --%	;5	; --%	;Aumentar por66.7%	;3	; --%	;Disminuir por40.0%	;
312	;06/13 23:00 - 24:00	;424	;Aumentar por5957.1%	;Aumentar por118.6%	;430	;Aumentar por10650.0%	;Aumentar por151.5%	;1	;Sin cambios	; --%	;0	; --%	; --%	;5	;Aumentar por400.0%	;Aumentar por25.0%	;8	; --%	;Aumentar por300.0%	;
313	;06/14 00:00 - 01:00	;137	; --%	;Aumentar por197.8%	;147	; --%	;Aumentar por488.0%	;2	;Sin cambios	;Aumentar por100.0%	;1	; --%	; --%	;4	; --%	;Disminuir por20.0%	;3	; --%	;Aumentar por200.0%	;
314	;06/14 01:00 - 02:00	;22	;Aumentar por633.3%	;Aumentar por10.0%	;21	;Aumentar por2000.0%	;Disminuir por4.5%	;1	; --%	;Disminuir por50.0%	;0	; --%	; --%	;4	; --%	; --%	;1	; --%	; --%	;
315	;06/14 02:00 - 03:00	;13	;Aumentar por1200.0%	;Aumentar por160.0%	;5	; --%	;Aumentar por150.0%	;2	; --%	;Aumentar por100.0%	;1	; --%	; --%	;0	;Disminuir por100.0%	; --%	;1	; --%	; --%	;
316	;06/14 03:00 - 04:00	;10	; --%	;Aumentar por150.0%	;0	; --%	;Disminuir por100.0%	;1	; --%	; --%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;
317	;06/14 04:00 - 05:00	;2	; --%	;Sin cambios	;1	; --%	;Disminuir por66.7%	;1	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
318	;06/14 05:00 - 06:00	;1	; --%	;Sin cambios	;1	;Sin cambios	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
319	;06/14 06:00 - 07:00	;4	;Aumentar por100.0%	;Aumentar por300.0%	;0	; --%	;Disminuir por100.0%	;1	;Sin cambios	;Disminuir por50.0%	;1	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;
320	;06/14 07:00 - 08:00	;8	;Aumentar por300.0%	;Aumentar por14.3%	;14	;Aumentar por1300.0%	;Aumentar por75.0%	;10	;Aumentar por400.0%	;Aumentar por400.0%	;1	; --%	; --%	;3	; --%	;Aumentar por50.0%	;0	; --%	; --%	;
321	;06/14 08:00 - 09:00	;18	;Aumentar por157.1%	;Disminuir por21.7%	;29	;Aumentar por222.2%	;Aumentar por52.6%	;10	;Sin cambios	;Disminuir por44.4%	;4	; --%	;Aumentar por300.0%	;4	;Sin cambios	;Aumentar por100.0%	;0	; --%	; --%	;
322	;06/14 09:00 - 10:00	;48	;Aumentar por380.0%	;Disminuir por25.0%	;34	;Aumentar por126.7%	;Sin cambios	;13	;Aumentar por116.7%	;Disminuir por13.3%	;1	; --%	;Disminuir por66.7%	;7	;Aumentar por250.0%	;Sin cambios	;0	; --%	;Disminuir por100.0%	;
323	;06/14 10:00 - 11:00	;151	;Disminuir por1.3%	;Disminuir por3.2%	;73	;Aumentar por7.4%	;Aumentar por23.7%	;21	;Disminuir por16.0%	;Disminuir por12.5%	;1	; --%	; --%	;11	;Aumentar por57.1%	;Disminuir por21.4%	;0	; --%	; --%	;
324	;06/14 11:00 - 12:00	;390	;Aumentar por0.3%	;Disminuir por7.1%	;216	;Disminuir por27.5%	;Disminuir por5.3%	;11	;Disminuir por31.3%	;Disminuir por21.4%	;0	; --%	; --%	;12	;Aumentar por100.0%	;Disminuir por20.0%	;0	; --%	;Disminuir por100.0%	;
325	;06/14 12:00 - 13:00	;394	;Aumentar por30.5%	;Aumentar por111.8%	;245	;Disminuir por6.8%	;Aumentar por0.4%	;4	;Disminuir por63.6%	;Disminuir por73.3%	;0	; --%	; --%	;13	;Aumentar por550.0%	;Sin cambios	;2	;Aumentar por100.0%	;Disminuir por33.3%	;
326	;06/14 13:00 - 14:00	;230	;Sin cambios	;Aumentar por23.0%	;367	;Aumentar por61.0%	;Aumentar por79.9%	;7	;Disminuir por36.4%	;Disminuir por36.4%	;0	;Disminuir por100.0%	; --%	;12	;Aumentar por300.0%	;Disminuir por14.3%	;3	; --%	;Sin cambios	;
327	;06/14 14:00 - 15:00	;141	;Disminuir por17.5%	;Aumentar por31.8%	;152	;Aumentar por12.6%	;Aumentar por32.2%	;3	;Disminuir por66.7%	;Disminuir por92.9%	;1	; --%	;Disminuir por97.1%	;5	;Aumentar por25.0%	;Disminuir por37.5%	;2	;Sin cambios	;Sin cambios	;
328	;06/14 15:00 - 16:00	;183	;Disminuir por8.5%	;Aumentar por23.6%	;97	;Disminuir por44.3%	;Disminuir por24.2%	;11	;Aumentar por57.1%	;Aumentar por10.0%	;3	;Sin cambios	;Sin cambios	;6	; --%	;Aumentar por20.0%	;2	;Disminuir por33.3%	; --%	;
329	;06/14 16:00 - 17:00	;184	;Disminuir por8.0%	;Aumentar por5.7%	;101	;Disminuir por30.3%	;Disminuir por22.9%	;2	;Disminuir por81.8%	;Disminuir por66.7%	;0	; --%	; --%	;9	;Aumentar por200.0%	;Disminuir por10.0%	;1	;Disminuir por66.7%	;Disminuir por50.0%	;
330	;06/14 17:00 - 18:00	;258	;Aumentar por33.0%	;Aumentar por30.3%	;143	;Aumentar por0.7%	;Aumentar por32.4%	;9	;Aumentar por50.0%	;Aumentar por28.6%	;0	; --%	; --%	;6	;Sin cambios	;Disminuir por45.5%	;1	;Sin cambios	;Sin cambios	;
331	;06/14 18:00 - 19:00	;293	;Aumentar por14.9%	;Disminuir por2.7%	;151	;Disminuir por15.6%	;Disminuir por5.0%	;9	;Sin cambios	;Aumentar por50.0%	;0	; --%	; --%	;12	;Aumentar por500.0%	;Disminuir por25.0%	;0	; --%	; --%	;
332	;06/14 19:00 - 20:00	;374	;Aumentar por181.2%	;Disminuir por48.8%	;216	;Aumentar por116.0%	;Disminuir por5.3%	;7	;Disminuir por12.5%	;Aumentar por133.3%	;2	; --%	; --%	;5	;Aumentar por66.7%	;Disminuir por54.5%	;1	; --%	; --%	;
333	;06/14 20:00 - 21:00	;436	;Aumentar por808.3%	;Disminuir por52.5%	;256	;Aumentar por725.8%	;Disminuir por44.5%	;2	;Disminuir por60.0%	;Disminuir por50.0%	;0	; --%	; --%	;4	; --%	;Disminuir por60.0%	;2	; --%	;Aumentar por100.0%	;
334	;06/14 21:00 - 22:00	;269	;Aumentar por1245.0%	;Disminuir por65.5%	;229	;Aumentar por1661.5%	;Disminuir por47.1%	;5	;Aumentar por150.0%	;Aumentar por66.7%	;0	; --%	; --%	;3	;Aumentar por50.0%	;Disminuir por40.0%	;2	; --%	;Sin cambios	;
335	;06/14 22:00 - 23:00	;191	;Aumentar por1023.5%	;Disminuir por70.6%	;110	;Aumentar por900.0%	;Disminuir por71.6%	;1	;Disminuir por66.7%	; --%	;0	; --%	; --%	;5	; --%	;Aumentar por150.0%	;1	; --%	;Sin cambios	;
336	;06/14 23:00 - 24:00	;61	;Aumentar por454.5%	;Disminuir por79.7%	;74	;Aumentar por335.3%	;Disminuir por75.6%	;1	;Disminuir por66.7%	; --%	;0	; --%	; --%	;2	; --%	;Disminuir por33.3%	;2	; --%	; --%	;
337	;06/15 00:00 - 01:00	;15	;Aumentar por1400.0%	;Disminuir por87.9%	;15	;Aumentar por150.0%	;Disminuir por89.9%	;2	;Disminuir por50.0%	;Sin cambios	;0	; --%	; --%	;4	; --%	;Aumentar por300.0%	;2	; --%	;Disminuir por60.0%	;
338	;06/15 01:00 - 02:00	;12	; --%	;Disminuir por63.6%	;5	; --%	;Disminuir por68.8%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
339	;06/15 02:00 - 03:00	;1	; --%	;Disminuir por93.8%	;3	; --%	;Aumentar por200.0%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;1	; --%	; --%	;
340	;06/15 03:00 - 04:00	;3	; --%	;Disminuir por57.1%	;0	; --%	;Disminuir por100.0%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;
341	;06/15 04:00 - 05:00	;0	;Disminuir por100.0%	; --%	;0	; --%	;Disminuir por100.0%	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
342	;06/15 05:00 - 06:00	;0	;Disminuir por100.0%	;Disminuir por100.0%	;3	; --%	;Aumentar por200.0%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
343	;06/15 06:00 - 07:00	;7	;Aumentar por250.0%	;Disminuir por41.7%	;6	; --%	;Sin cambios	;12	;Aumentar por1100.0%	;Aumentar por300.0%	;8	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
344	;06/15 07:00 - 08:00	;10	;Aumentar por66.7%	;Aumentar por11.1%	;7	;Aumentar por133.3%	;Disminuir por30.0%	;19	;Aumentar por280.0%	;Aumentar por533.3%	;7	;Aumentar por600.0%	; --%	;2	; --%	;Sin cambios	;0	; --%	; --%	;
345	;06/15 08:00 - 09:00	;9	;Aumentar por12.5%	;Disminuir por73.5%	;17	;Aumentar por30.8%	;Disminuir por34.6%	;22	;Aumentar por266.7%	;Aumentar por57.1%	;0	;Disminuir por100.0%	; --%	;1	;Sin cambios	;Disminuir por80.0%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;
346	;06/15 09:00 - 10:00	;28	;Disminuir por34.9%	;Disminuir por33.3%	;18	;Disminuir por5.3%	;Disminuir por58.1%	;24	;Aumentar por500.0%	;Aumentar por118.2%	;4	; --%	; --%	;5	;Aumentar por150.0%	;Disminuir por16.7%	;0	;Disminuir por100.0%	; --%	;
347	;06/15 10:00 - 11:00	;130	;Disminuir por56.4%	;Disminuir por40.1%	;62	;Disminuir por34.0%	;Disminuir por43.6%	;39	;Aumentar por77.3%	;Aumentar por129.4%	;3	; --%	; --%	;7	;Aumentar por75.0%	;Disminuir por46.2%	;1	; --%	; --%	;
