Análisis de tipo multiobjetivo	;
Información básica	;
Hora de exportación: 2026/08/11 10:04:29	;
Operador: Touristcheck	;
Objetivo de estadísticas: C Mayor - Baluarte Del Principe	;
Exportar contenido:Número de personas,Vehículos a motor,Vehículos sin motor	;
Hora del informe: 2026/06/01 00:00:00 - 2026/08/31 23:59:59	;

Personas totales	; 	; 	; 	; 	; 	;Total de vehículos a motor	; 	; 	; 	; 	; 	;Total de vehículos sin motor	;
Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	;
Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;
331870	;Aumentar por39.9%	;Disminuir por38.7%	;247340	;Aumentar por41.5%	;Disminuir por35.7%	;17423	;Disminuir por34.7%	;Disminuir por13.5%	;3945	;Disminuir por56.2%	;Aumentar por13.8%	;10821	;Aumentar por61.1%	;Disminuir por17.3%	;2776	;Aumentar por97.0%	;Aumentar por29.4%	;

N.º	;Hora	;Personas	; 	; 	; 	; 	; 	;Vehículos a motor	; 	; 	; 	; 	; 	;Vehículos sin motor	;
	;	;Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	;
	;	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;
1183	;07/20 06:00 - 07:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
1184	;07/20 07:00 - 08:00	;1	; --%	; --%	;0	; --%	; --%	;1	;Sin cambios	;Sin cambios	;1	; --%	; --%	;6	;Aumentar por500.0%	;Aumentar por50.0%	;2	; --%	; --%	;3	;Disminuir por40.0%	;Aumentar por200.0%	;1	;Disminuir por80.0%	; --%	;
1185	;07/20 08:00 - 09:00	;3	; --%	; --%	;1	; --%	; --%	;10	;Aumentar por900.0%	;Aumentar por233.3%	;5	; --%	; --%	;4	;Disminuir por20.0%	;Sin cambios	;0	;Disminuir por100.0%	; --%	;1	;Sin cambios	;Sin cambios	;0	; --%	; --%	;
1186	;07/20 09:00 - 10:00	;1	;Sin cambios	;Disminuir por50.0%	;0	; --%	; --%	;11	; --%	;Aumentar por37.5%	;0	; --%	; --%	;7	;Aumentar por16.7%	;Aumentar por75.0%	;0	; --%	; --%	;3	;Aumentar por200.0%	;Aumentar por200.0%	;0	; --%	; --%	;
1187	;07/20 10:00 - 11:00	;8	; --%	; --%	;0	; --%	; --%	;7	;Aumentar por75.0%	;Aumentar por75.0%	;0	; --%	; --%	;14	;Aumentar por55.6%	;Aumentar por75.0%	;0	; --%	; --%	;1	;Disminuir por80.0%	; --%	;0	;Disminuir por100.0%	; --%	;
1188	;07/20 11:00 - 12:00	;4	;Aumentar por300.0%	; --%	;0	; --%	; --%	;3	;Sin cambios	;Aumentar por200.0%	;0	; --%	; --%	;7	;Aumentar por40.0%	;Disminuir por22.2%	;1	; --%	; --%	;1	; --%	; --%	;0	; --%	; --%	;
1189	;07/20 12:00 - 13:00	;1	; --%	;Sin cambios	;0	; --%	; --%	;2	;Aumentar por100.0%	; --%	;0	; --%	; --%	;10	;Aumentar por400.0%	;Aumentar por150.0%	;0	; --%	; --%	;1	; --%	; --%	;0	; --%	; --%	;
1190	;07/20 13:00 - 14:00	;3	; --%	; --%	;1	; --%	; --%	;2	;Disminuir por33.3%	;Sin cambios	;0	;Disminuir por100.0%	; --%	;5	;Aumentar por400.0%	;Aumentar por150.0%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
1191	;07/20 14:00 - 15:00	;0	;Disminuir por100.0%	; --%	;0	;Disminuir por100.0%	; --%	;10	; --%	;Aumentar por400.0%	;3	; --%	; --%	;8	;Aumentar por166.7%	;Aumentar por300.0%	;1	; --%	; --%	;8	;Aumentar por300.0%	;Aumentar por700.0%	;4	;Aumentar por300.0%	; --%	;
1192	;07/20 15:00 - 16:00	;1	;Sin cambios	;Disminuir por50.0%	;0	;Disminuir por100.0%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	;Disminuir por100.0%	;6	;Aumentar por100.0%	;Aumentar por200.0%	;3	; --%	; --%	;2	;Disminuir por97.9%	;Disminuir por66.7%	;1	;Disminuir por99.0%	;Disminuir por80.0%	;
1193	;07/20 16:00 - 17:00	;4	;Aumentar por300.0%	; --%	;2	; --%	; --%	;4	; --%	;Aumentar por300.0%	;0	; --%	; --%	;4	;Aumentar por100.0%	;Sin cambios	;0	; --%	; --%	;3	; --%	;Aumentar por50.0%	;1	; --%	; --%	;
1194	;07/20 17:00 - 18:00	;2	;Disminuir por33.3%	; --%	;1	;Sin cambios	; --%	;3	; --%	; --%	;0	; --%	; --%	;3	;Aumentar por200.0%	;Aumentar por200.0%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
1195	;07/20 18:00 - 19:00	;0	; --%	; --%	;0	; --%	; --%	;2	; --%	;Disminuir por33.3%	;0	; --%	; --%	;9	;Aumentar por200.0%	;Aumentar por80.0%	;1	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
1196	;07/20 19:00 - 20:00	;2	; --%	;Aumentar por100.0%	;0	; --%	; --%	;1	; --%	;Disminuir por50.0%	;0	; --%	; --%	;4	;Sin cambios	;Aumentar por33.3%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
1197	;07/20 20:00 - 21:00	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;1	;Sin cambios	;Sin cambios	;0	; --%	; --%	;3	;Aumentar por50.0%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;
1198	;07/20 21:00 - 22:00	;0	; --%	; --%	;0	; --%	; --%	;1	; --%	; --%	;0	; --%	; --%	;1	;Disminuir por66.7%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
1199	;07/20 22:00 - 23:00	;0	; --%	; --%	;1	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;2	;Aumentar por100.0%	; --%	;1	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
1200	;07/20 23:00 - 24:00	;1	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;1	; --%	; --%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
1201	;07/21 00:00 - 01:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;
1202	;07/21 01:00 - 02:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
1203	;07/21 02:00 - 03:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
1204	;07/21 03:00 - 04:00	;1	; --%	; --%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	;Disminuir por100.0%	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
1205	;07/21 04:00 - 05:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
1206	;07/21 05:00 - 06:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;1	; --%	;Sin cambios	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
1207	;07/21 06:00 - 07:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;
1208	;07/21 07:00 - 08:00	;0	;Disminuir por100.0%	; --%	;0	;Disminuir por100.0%	; --%	;5	; --%	;Aumentar por150.0%	;3	; --%	; --%	;4	;Aumentar por100.0%	;Sin cambios	;0	; --%	; --%	;1	; --%	;Disminuir por50.0%	;0	; --%	;Disminuir por100.0%	;
1209	;07/21 08:00 - 09:00	;3	;Aumentar por200.0%	;Aumentar por50.0%	;0	; --%	; --%	;10	;Disminuir por9.1%	;Aumentar por11.1%	;0	; --%	; --%	;10	;Aumentar por25.0%	;Aumentar por42.9%	;1	; --%	;Sin cambios	;3	;Aumentar por200.0%	;Disminuir por25.0%	;2	; --%	;Aumentar por100.0%	;
1210	;07/21 09:00 - 10:00	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;7	;Disminuir por22.2%	;Sin cambios	;0	; --%	;Disminuir por100.0%	;8	;Disminuir por27.3%	;Aumentar por33.3%	;0	; --%	; --%	;5	;Aumentar por25.0%	;Disminuir por16.7%	;1	; --%	;Disminuir por50.0%	;
1211	;07/21 10:00 - 11:00	;4	;Aumentar por33.3%	;Aumentar por300.0%	;1	; --%	; --%	;15	;Sin cambios	;Aumentar por25.0%	;3	; --%	;Aumentar por200.0%	;13	;Aumentar por160.0%	;Aumentar por30.0%	;1	; --%	; --%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	;Disminuir por100.0%	; --%	;
1212	;07/21 11:00 - 12:00	;2	;Disminuir por60.0%	;Sin cambios	;0	; --%	; --%	;4	;Disminuir por20.0%	;Disminuir por42.9%	;0	; --%	; --%	;9	;Sin cambios	;Sin cambios	;1	; --%	; --%	;3	;Aumentar por200.0%	;Aumentar por50.0%	;0	; --%	; --%	;
1213	;07/21 12:00 - 13:00	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	; --%	; --%	;2	;Disminuir por33.3%	;Disminuir por50.0%	;0	; --%	; --%	;12	;Aumentar por9.1%	;Aumentar por9.1%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
1214	;07/21 13:00 - 14:00	;1	;Disminuir por66.7%	;Disminuir por66.7%	;0	; --%	; --%	;4	;Disminuir por42.9%	;Aumentar por33.3%	;1	; --%	; --%	;3	;Sin cambios	;Disminuir por62.5%	;0	; --%	;Disminuir por100.0%	;1	;Sin cambios	; --%	;1	; --%	; --%	;
1215	;07/21 14:00 - 15:00	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	; --%	; --%	;3	;Sin cambios	;Sin cambios	;0	; --%	;Disminuir por100.0%	;7	;Aumentar por75.0%	;Aumentar por75.0%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	;Disminuir por100.0%	;
1216	;07/21 15:00 - 16:00	;2	;Aumentar por100.0%	; --%	;0	; --%	; --%	;1	;Disminuir por66.7%	;Disminuir por83.3%	;0	; --%	;Disminuir por100.0%	;3	;Disminuir por57.1%	;Disminuir por76.9%	;0	; --%	;Disminuir por100.0%	;1	; --%	;Disminuir por91.7%	;0	; --%	;Disminuir por100.0%	;
1217	;07/21 16:00 - 17:00	;5	;Aumentar por25.0%	; --%	;1	; --%	; --%	;1	;Disminuir por50.0%	;Sin cambios	;1	; --%	; --%	;4	;Disminuir por33.3%	;Disminuir por42.9%	;0	; --%	;Disminuir por100.0%	;12	; --%	;Aumentar por300.0%	;7	; --%	; --%	;
1218	;07/21 17:00 - 18:00	;2	;Disminuir por50.0%	;Aumentar por100.0%	;0	; --%	; --%	;2	;Sin cambios	;Disminuir por33.3%	;0	; --%	;Disminuir por100.0%	;10	;Aumentar por11.1%	;Aumentar por100.0%	;1	;Sin cambios	; --%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	; --%	;Disminuir por100.0%	;
1219	;07/21 18:00 - 19:00	;0	; --%	; --%	;0	; --%	; --%	;1	;Disminuir por80.0%	;Disminuir por50.0%	;0	; --%	; --%	;10	;Aumentar por25.0%	;Aumentar por400.0%	;3	; --%	; --%	;1	; --%	; --%	;0	; --%	; --%	;
1220	;07/21 19:00 - 20:00	;1	;Sin cambios	; --%	;0	; --%	; --%	;1	;Disminuir por66.7%	;Disminuir por50.0%	;0	; --%	; --%	;7	;Aumentar por133.3%	;Aumentar por75.0%	;0	;Disminuir por100.0%	; --%	;0	;Disminuir por100.0%	; --%	;0	;Disminuir por100.0%	; --%	;
1221	;07/21 20:00 - 21:00	;0	; --%	; --%	;0	; --%	; --%	;1	;Disminuir por66.7%	; --%	;0	; --%	; --%	;2	;Disminuir por71.4%	;Disminuir por33.3%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
1222	;07/21 21:00 - 22:00	;0	; --%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;2	;Disminuir por50.0%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
1223	;07/21 22:00 - 23:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
1224	;07/21 23:00 - 24:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
1225	;07/22 00:00 - 01:00	;2	; --%	; --%	;1	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;3	; --%	;Aumentar por50.0%	;1	; --%	; --%	;3	; --%	; --%	;2	; --%	; --%	;
1226	;07/22 01:00 - 02:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;1	; --%	; --%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	;Disminuir por100.0%	;
1227	;07/22 02:00 - 03:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;0	;Disminuir por100.0%	; --%	;
1228	;07/22 03:00 - 04:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;2	;Sin cambios	;Aumentar por100.0%	;1	;Sin cambios	; --%	;0	; --%	; --%	;0	; --%	; --%	;
1229	;07/22 04:00 - 05:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
1230	;07/22 05:00 - 06:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;2	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
1231	;07/22 06:00 - 07:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
1232	;07/22 07:00 - 08:00	;1	;Sin cambios	;Disminuir por50.0%	;0	;Disminuir por100.0%	; --%	;4	;Aumentar por300.0%	;Sin cambios	;1	; --%	; --%	;10	;Aumentar por150.0%	;Aumentar por25.0%	;0	; --%	;Disminuir por100.0%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	; --%	; --%	;
1233	;07/22 08:00 - 09:00	;1	;Sin cambios	;Sin cambios	;0	; --%	; --%	;1	;Disminuir por91.7%	;Disminuir por90.9%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;12	;Aumentar por50.0%	;Aumentar por50.0%	;0	; --%	; --%	;1	;Disminuir por93.8%	;Sin cambios	;0	;Disminuir por100.0%	; --%	;
1234	;07/22 09:00 - 10:00	;1	;Disminuir por80.0%	;Disminuir por66.7%	;0	; --%	; --%	;11	;Sin cambios	;Sin cambios	;4	; --%	; --%	;11	;Sin cambios	;Aumentar por450.0%	;1	; --%	; --%	;7	;Aumentar por600.0%	;Aumentar por75.0%	;4	;Aumentar por300.0%	; --%	;
1235	;07/22 10:00 - 11:00	;1	;Disminuir por50.0%	;Sin cambios	;0	; --%	; --%	;18	;Aumentar por38.5%	;Disminuir por25.0%	;2	; --%	;Disminuir por71.4%	;12	;Disminuir por20.0%	;Aumentar por20.0%	;0	;Disminuir por100.0%	; --%	;4	;Disminuir por33.3%	;Disminuir por20.0%	;0	; --%	;Disminuir por100.0%	;
1236	;07/22 11:00 - 12:00	;3	;Sin cambios	;Aumentar por50.0%	;0	; --%	; --%	;2	;Disminuir por50.0%	;Disminuir por50.0%	;0	;Disminuir por100.0%	; --%	;14	;Aumentar por100.0%	;Aumentar por7.7%	;2	; --%	; --%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	; --%	; --%	;
1237	;07/22 12:00 - 13:00	;4	;Aumentar por100.0%	;Aumentar por100.0%	;0	; --%	; --%	;1	;Disminuir por75.0%	;Disminuir por66.7%	;0	; --%	; --%	;9	;Disminuir por18.2%	;Aumentar por28.6%	;0	; --%	;Disminuir por100.0%	;1	; --%	;Disminuir por66.7%	;0	; --%	; --%	;
1238	;07/22 13:00 - 14:00	;1	;Disminuir por80.0%	;Sin cambios	;0	; --%	; --%	;6	;Aumentar por20.0%	;Aumentar por100.0%	;2	;Aumentar por100.0%	; --%	;7	;Disminuir por12.5%	;Aumentar por16.7%	;2	; --%	; --%	;4	;Aumentar por300.0%	;Aumentar por300.0%	;1	; --%	; --%	;
1239	;07/22 14:00 - 15:00	;1	; --%	; --%	;0	; --%	; --%	;1	;Disminuir por83.3%	;Disminuir por66.7%	;0	;Disminuir por100.0%	; --%	;5	;Aumentar por66.7%	;Aumentar por25.0%	;0	; --%	; --%	;9	;Aumentar por80.0%	;Aumentar por800.0%	;5	;Aumentar por150.0%	; --%	;
1240	;07/22 15:00 - 16:00	;1	; --%	; --%	;0	; --%	; --%	;2	; --%	;Disminuir por50.0%	;0	; --%	;Disminuir por100.0%	;10	;Aumentar por100.0%	;Aumentar por150.0%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;2	;Disminuir por81.8%	;Sin cambios	;1	;Disminuir por90.0%	;Sin cambios	;
1241	;07/22 16:00 - 17:00	;2	;Aumentar por100.0%	;Aumentar por100.0%	;0	; --%	; --%	;2	;Aumentar por100.0%	;Disminuir por33.3%	;0	; --%	; --%	;5	;Disminuir por92.2%	;Aumentar por66.7%	;1	;Disminuir por98.2%	; --%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	;Disminuir por100.0%	; --%	;
1242	;07/22 17:00 - 18:00	;1	;Disminuir por50.0%	;Sin cambios	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	;Disminuir por100.0%	; --%	;0	;Disminuir por100.0%	; --%	;7	;Aumentar por40.0%	;Aumentar por133.3%	;0	; --%	; --%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	;Disminuir por100.0%	; --%	;
1243	;07/22 18:00 - 19:00	;3	;Aumentar por200.0%	;Aumentar por200.0%	;0	; --%	; --%	;4	;Disminuir por60.0%	;Aumentar por33.3%	;0	;Disminuir por100.0%	; --%	;5	;Disminuir por28.6%	;Aumentar por25.0%	;0	;Disminuir por100.0%	; --%	;0	;Disminuir por100.0%	; --%	;0	;Disminuir por100.0%	; --%	;
1244	;07/22 19:00 - 20:00	;2	;Disminuir por50.0%	; --%	;0	;Disminuir por100.0%	; --%	;1	;Disminuir por93.8%	;Sin cambios	;0	;Disminuir por100.0%	; --%	;5	;Aumentar por25.0%	;Disminuir por37.5%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;0	;Disminuir por100.0%	; --%	;
1245	;07/22 20:00 - 21:00	;1	; --%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;3	;Sin cambios	;Sin cambios	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;0	;Disminuir por100.0%	; --%	;
1246	;07/22 21:00 - 22:00	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
1247	;07/22 22:00 - 23:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;1	;Sin cambios	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
1248	;07/22 23:00 - 24:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
1249	;07/23 00:00 - 01:00	;1	; --%	; --%	;0	; --%	; --%	;3	; --%	;Aumentar por200.0%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
1250	;07/23 01:00 - 02:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
1251	;07/23 02:00 - 03:00	;0	; --%	; --%	;0	; --%	; --%	;2	; --%	; --%	;1	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;0	; --%	; --%	;
1252	;07/23 03:00 - 04:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
1253	;07/23 04:00 - 05:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
1254	;07/23 05:00 - 06:00	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;1	; --%	;Sin cambios	;0	; --%	; --%	;
1255	;07/23 06:00 - 07:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;2	; --%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	; --%	;Disminuir por100.0%	;
1256	;07/23 07:00 - 08:00	;1	;Disminuir por75.0%	;Sin cambios	;0	;Disminuir por100.0%	; --%	;5	;Aumentar por400.0%	;Aumentar por25.0%	;0	; --%	;Disminuir por100.0%	;13	;Aumentar por225.0%	;Aumentar por160.0%	;3	;Aumentar por200.0%	; --%	;4	;Disminuir por33.3%	; --%	;0	;Disminuir por100.0%	; --%	;
1257	;07/23 08:00 - 09:00	;1	;Disminuir por90.9%	;Sin cambios	;0	;Disminuir por100.0%	; --%	;6	;Disminuir por33.3%	;Aumentar por20.0%	;2	;Sin cambios	; --%	;5	;Disminuir por58.3%	;Sin cambios	;2	;Sin cambios	; --%	;5	;Disminuir por44.4%	;Aumentar por66.7%	;3	;Disminuir por50.0%	;Aumentar por50.0%	;
1258	;07/23 09:00 - 10:00	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;9	;Aumentar por50.0%	;Disminuir por30.8%	;4	;Aumentar por300.0%	;Sin cambios	;13	;Aumentar por85.7%	;Aumentar por333.3%	;4	; --%	; --%	;14	;Aumentar por366.7%	;Aumentar por1300.0%	;10	; --%	; --%	;
1259	;07/23 10:00 - 11:00	;1	;Disminuir por83.3%	;Disminuir por66.7%	;0	;Disminuir por100.0%	; --%	;14	;Aumentar por40.0%	;Aumentar por55.6%	;2	;Aumentar por100.0%	;Aumentar por100.0%	;10	;Disminuir por16.7%	;Aumentar por25.0%	;0	;Disminuir por100.0%	; --%	;2	;Sin cambios	;Disminuir por50.0%	;1	; --%	;Sin cambios	;
1260	;07/23 11:00 - 12:00	;2	;Disminuir por50.0%	;Sin cambios	;0	;Disminuir por100.0%	; --%	;8	;Aumentar por14.3%	;Disminuir por20.0%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;12	;Aumentar por50.0%	;Aumentar por20.0%	;0	; --%	; --%	;1	;Disminuir por50.0%	;Disminuir por66.7%	;0	; --%	;Disminuir por100.0%	;
1261	;07/23 12:00 - 13:00	;3	;Aumentar por200.0%	; --%	;0	; --%	; --%	;8	;Aumentar por100.0%	;Aumentar por14.3%	;2	; --%	; --%	;10	;Aumentar por11.1%	;Aumentar por66.7%	;0	; --%	; --%	;2	;Sin cambios	; --%	;0	;Disminuir por100.0%	; --%	;
1262	;07/23 13:00 - 14:00	;3	;Aumentar por200.0%	;Aumentar por50.0%	;1	; --%	; --%	;6	; --%	;Aumentar por50.0%	;2	; --%	; --%	;5	;Aumentar por25.0%	;Disminuir por28.6%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;
1263	;07/23 14:00 - 15:00	;1	;Disminuir por66.7%	;Sin cambios	;0	;Disminuir por100.0%	; --%	;2	;Disminuir por50.0%	;Disminuir por71.4%	;0	; --%	;Disminuir por100.0%	;12	;Aumentar por20.0%	;Aumentar por200.0%	;5	;Aumentar por400.0%	; --%	;10	;Aumentar por233.3%	;Aumentar por233.3%	;7	; --%	;Aumentar por600.0%	;
1264	;07/23 15:00 - 16:00	;1	;Disminuir por75.0%	;Sin cambios	;0	; --%	; --%	;1	;Disminuir por50.0%	;Disminuir por66.7%	;0	;Disminuir por100.0%	; --%	;4	;Disminuir por42.9%	;Disminuir por42.9%	;0	; --%	; --%	;22	;Aumentar por175.0%	;Aumentar por450.0%	;17	;Aumentar por325.0%	; --%	;
1265	;07/23 16:00 - 17:00	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	; --%	; --%	;1	;Sin cambios	;Disminuir por50.0%	;0	; --%	; --%	;4	;Disminuir por20.0%	;Disminuir por20.0%	;0	; --%	; --%	;1	;Sin cambios	;Disminuir por50.0%	;0	; --%	;Disminuir por100.0%	;
1266	;07/23 17:00 - 18:00	;2	;Disminuir por33.3%	;Sin cambios	;0	; --%	; --%	;5	;Aumentar por25.0%	; --%	;2	; --%	; --%	;4	;Sin cambios	;Disminuir por33.3%	;0	; --%	; --%	;2	; --%	;Sin cambios	;1	; --%	;Sin cambios	;
1267	;07/23 18:00 - 19:00	;2	;Sin cambios	;Aumentar por100.0%	;1	; --%	; --%	;5	;Aumentar por25.0%	;Aumentar por66.7%	;2	; --%	; --%	;4	;Disminuir por63.6%	;Disminuir por42.9%	;0	; --%	; --%	;13	;Aumentar por1200.0%	;Aumentar por225.0%	;5	; --%	; --%	;
