Análisis de tipo multiobjetivo	;
Información básica	;
Hora de exportación: 2026/08/10 14:47:57	;
Operador: Touristcheck	;
Objetivo de estadísticas: Avda. Del Mar - Marcelino Roca	;
Exportar contenido:Número de personas,Vehículos a motor,Vehículos sin motor	;
Hora del informe: 2026/06/01 00:00:00 - 2026/08/31 23:59:59	;

Personas totales	; 	; 	; 	; 	; 	;Total de vehículos a motor	; 	; 	; 	; 	; 	;Total de vehículos sin motor	;
Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	;
Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;
890768	;Aumentar por77.9%	;Disminuir por26.6%	;949773	;Aumentar por79.9%	;Disminuir por26.7%	;31305	;Disminuir por21.0%	;Disminuir por16.3%	;16274	;Disminuir por18.6%	;Disminuir por10.1%	;36251	;Aumentar por49.8%	;Disminuir por19.6%	;31231	;Aumentar por76.0%	;Disminuir por19.2%	;

N.º	;Hora	;Personas	; 	; 	; 	; 	; 	;Vehículos a motor	; 	; 	; 	; 	; 	;Vehículos sin motor	;
	;	;Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	;
	;	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;
595	;06/25 18:00 - 19:00	;0	; --%	;Disminuir por100.0%	;0	;Disminuir por100.0%	; --%	;4	;Disminuir por55.6%	;Disminuir por42.9%	;1	;Disminuir por66.7%	;Disminuir por50.0%	;21	;Sin cambios	;Disminuir por12.5%	;14	;Aumentar por27.3%	;Aumentar por75.0%	;0	; --%	; --%	;0	; --%	; --%	;
596	;06/25 19:00 - 20:00	;0	; --%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	; --%	; --%	;10	;Disminuir por60.0%	;Aumentar por66.7%	;10	;Disminuir por16.7%	;Aumentar por150.0%	;0	; --%	; --%	;0	; --%	; --%	;
597	;06/25 20:00 - 21:00	;0	; --%	; --%	;0	; --%	; --%	;2	;Disminuir por77.8%	; --%	;1	; --%	; --%	;2	;Disminuir por93.3%	; --%	;3	;Disminuir por87.0%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
598	;06/25 21:00 - 22:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;2	;Disminuir por89.5%	;Aumentar por100.0%	;1	;Disminuir por85.7%	;Sin cambios	;0	; --%	; --%	;0	; --%	; --%	;
599	;06/25 22:00 - 23:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;2	;Disminuir por60.0%	;Aumentar por100.0%	;2	;Disminuir por50.0%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
600	;06/25 23:00 - 24:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;3	;Disminuir por50.0%	;Aumentar por200.0%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	; --%	; --%	;0	; --%	; --%	;
601	;06/26 00:00 - 01:00	;0	; --%	; --%	;0	; --%	; --%	;2	; --%	;Sin cambios	;0	; --%	; --%	;8	;Aumentar por14.3%	;Disminuir por27.3%	;9	;Aumentar por800.0%	;Aumentar por125.0%	;0	; --%	; --%	;0	; --%	; --%	;
602	;06/26 01:00 - 02:00	;0	; --%	; --%	;0	; --%	; --%	;1	; --%	; --%	;0	; --%	; --%	;7	; --%	;Disminuir por22.2%	;3	; --%	;Sin cambios	;0	; --%	; --%	;0	; --%	; --%	;
603	;06/26 02:00 - 03:00	;0	; --%	; --%	;0	; --%	; --%	;1	; --%	; --%	;0	; --%	; --%	;4	; --%	;Aumentar por33.3%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;1	; --%	; --%	;
604	;06/26 03:00 - 04:00	;0	; --%	; --%	;0	; --%	; --%	;1	; --%	; --%	;0	; --%	;Disminuir por100.0%	;4	; --%	;Aumentar por300.0%	;3	; --%	; --%	;1	; --%	;Sin cambios	;0	; --%	; --%	;
605	;06/26 04:00 - 05:00	;0	; --%	; --%	;0	; --%	; --%	;1	; --%	; --%	;0	; --%	; --%	;3	; --%	;Aumentar por50.0%	;2	; --%	;Aumentar por100.0%	;0	; --%	; --%	;0	; --%	; --%	;
606	;06/26 05:00 - 06:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;1	; --%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;
607	;06/26 06:00 - 07:00	;0	; --%	; --%	;0	; --%	; --%	;1	; --%	;Disminuir por50.0%	;2	; --%	;Sin cambios	;1	;Disminuir por75.0%	;Disminuir por66.7%	;2	;Sin cambios	;Aumentar por100.0%	;1	;Disminuir por50.0%	;Disminuir por66.7%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;
608	;06/26 07:00 - 08:00	;1	;Sin cambios	; --%	;0	; --%	; --%	;9	;Aumentar por12.5%	;Aumentar por350.0%	;4	;Aumentar por100.0%	;Aumentar por300.0%	;13	;Disminuir por13.3%	;Sin cambios	;3	;Disminuir por25.0%	;Disminuir por50.0%	;3	;Aumentar por200.0%	;Aumentar por200.0%	;3	; --%	; --%	;
609	;06/26 08:00 - 09:00	;1	; --%	;Sin cambios	;0	; --%	; --%	;16	;Aumentar por77.8%	;Aumentar por166.7%	;1	;Disminuir por83.3%	;Disminuir por75.0%	;26	;Aumentar por4.0%	;Aumentar por8.3%	;11	;Disminuir por26.7%	;Aumentar por10.0%	;4	;Aumentar por300.0%	;Aumentar por100.0%	;2	; --%	; --%	;
610	;06/26 09:00 - 10:00	;2	; --%	; --%	;1	; --%	; --%	;13	;Disminuir por13.3%	;Disminuir por23.5%	;3	;Disminuir por70.0%	;Disminuir por25.0%	;20	;Disminuir por23.1%	;Disminuir por25.9%	;15	;Disminuir por31.8%	;Aumentar por150.0%	;7	;Aumentar por250.0%	;Aumentar por133.3%	;4	;Aumentar por100.0%	;Aumentar por300.0%	;
611	;06/26 10:00 - 11:00	;1	;Sin cambios	;Sin cambios	;0	; --%	; --%	;25	;Aumentar por31.6%	;Aumentar por56.3%	;3	;Disminuir por57.1%	;Disminuir por40.0%	;30	;Aumentar por25.0%	;Aumentar por25.0%	;21	;Disminuir por4.5%	;Aumentar por75.0%	;7	;Aumentar por75.0%	;Aumentar por133.3%	;10	;Aumentar por150.0%	;Aumentar por900.0%	;
612	;06/26 11:00 - 12:00	;0	; --%	; --%	;0	; --%	; --%	;29	;Aumentar por20.8%	;Aumentar por16.0%	;18	;Aumentar por260.0%	;Aumentar por63.6%	;27	;Disminuir por12.9%	;Aumentar por12.5%	;16	;Aumentar por23.1%	;Disminuir por20.0%	;8	;Disminuir por27.3%	;Aumentar por300.0%	;10	;Aumentar por150.0%	;Aumentar por150.0%	;
613	;06/26 12:00 - 13:00	;0	;Disminuir por100.0%	; --%	;2	; --%	;Aumentar por100.0%	;19	;Aumentar por5.6%	;Sin cambios	;8	;Disminuir por11.1%	;Aumentar por60.0%	;23	;Disminuir por8.0%	;Disminuir por23.3%	;12	;Disminuir por29.4%	;Disminuir por42.9%	;3	;Aumentar por50.0%	;Disminuir por66.7%	;6	;Aumentar por100.0%	;Sin cambios	;
614	;06/26 13:00 - 14:00	;2	; --%	; --%	;0	; --%	; --%	;14	;Disminuir por36.4%	;Aumentar por40.0%	;6	;Disminuir por33.3%	;Aumentar por500.0%	;23	;Disminuir por28.1%	;Disminuir por4.2%	;13	;Sin cambios	;Disminuir por18.8%	;5	;Aumentar por400.0%	;Aumentar por66.7%	;3	;Aumentar por200.0%	;Aumentar por200.0%	;
615	;06/26 14:00 - 15:00	;0	;Disminuir por100.0%	; --%	;0	; --%	;Disminuir por100.0%	;8	;Aumentar por14.3%	;Aumentar por60.0%	;2	;Aumentar por100.0%	;Sin cambios	;17	;Disminuir por15.0%	;Aumentar por6.3%	;9	;Disminuir por40.0%	;Aumentar por125.0%	;3	;Aumentar por200.0%	; --%	;2	;Disminuir por33.3%	; --%	;
616	;06/26 15:00 - 16:00	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;11	;Aumentar por22.2%	;Aumentar por120.0%	;5	;Aumentar por400.0%	; --%	;16	;Disminuir por56.8%	;Disminuir por23.8%	;6	;Disminuir por50.0%	;Disminuir por33.3%	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;
617	;06/26 16:00 - 17:00	;0	; --%	; --%	;0	; --%	; --%	;5	;Disminuir por28.6%	;Aumentar por66.7%	;2	;Sin cambios	; --%	;26	;Disminuir por10.3%	;Disminuir por3.7%	;8	;Disminuir por50.0%	;Aumentar por100.0%	;0	; --%	; --%	;1	;Sin cambios	;Sin cambios	;
618	;06/26 17:00 - 18:00	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;5	;Disminuir por44.4%	;Sin cambios	;2	;Disminuir por60.0%	;Aumentar por100.0%	;23	;Disminuir por32.4%	;Aumentar por43.8%	;14	;Disminuir por30.0%	;Aumentar por40.0%	;1	; --%	;Sin cambios	;1	;Disminuir por50.0%	; --%	;
619	;06/26 18:00 - 19:00	;0	; --%	; --%	;0	; --%	; --%	;3	;Disminuir por57.1%	;Disminuir por57.1%	;2	;Sin cambios	;Disminuir por33.3%	;21	;Disminuir por41.7%	;Aumentar por110.0%	;12	;Disminuir por20.0%	;Aumentar por20.0%	;2	;Aumentar por100.0%	;Aumentar por100.0%	;1	; --%	; --%	;
620	;06/26 19:00 - 20:00	;0	; --%	; --%	;0	; --%	; --%	;5	;Aumentar por66.7%	; --%	;2	; --%	; --%	;12	;Disminuir por62.5%	;Aumentar por200.0%	;9	;Disminuir por55.0%	;Aumentar por350.0%	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;
621	;06/26 20:00 - 21:00	;0	; --%	; --%	;0	; --%	; --%	;1	;Disminuir por75.0%	; --%	;1	; --%	; --%	;3	;Disminuir por85.7%	;Disminuir por50.0%	;3	;Disminuir por70.0%	;Sin cambios	;0	; --%	; --%	;0	; --%	; --%	;
622	;06/26 21:00 - 22:00	;0	; --%	; --%	;0	; --%	; --%	;2	;Disminuir por33.3%	; --%	;2	; --%	; --%	;1	;Disminuir por94.1%	; --%	;2	;Disminuir por66.7%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
623	;06/26 22:00 - 23:00	;0	; --%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
624	;06/26 23:00 - 24:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
625	;06/27 00:00 - 01:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;3	; --%	;Disminuir por50.0%	;2	; --%	;Disminuir por50.0%	;0	; --%	; --%	;0	; --%	; --%	;
626	;06/27 01:00 - 02:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;1	; --%	; --%	;14	;Aumentar por600.0%	;Aumentar por75.0%	;5	;Aumentar por400.0%	;Aumentar por150.0%	;0	; --%	; --%	;0	; --%	; --%	;
627	;06/27 02:00 - 03:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;3	; --%	;Sin cambios	;1	; --%	;Sin cambios	;0	; --%	; --%	;0	; --%	; --%	;
628	;06/27 03:00 - 04:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;1	; --%	;Sin cambios	;1	;Sin cambios	; --%	;0	;Disminuir por100.0%	; --%	;1	;Sin cambios	; --%	;
629	;06/27 04:00 - 05:00	;0	; --%	; --%	;0	; --%	; --%	;1	;Sin cambios	;Sin cambios	;0	; --%	; --%	;3	; --%	;Disminuir por25.0%	;3	; --%	;Aumentar por50.0%	;1	; --%	;Disminuir por50.0%	;0	; --%	;Disminuir por100.0%	;
630	;06/27 05:00 - 06:00	;0	; --%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;3	;Aumentar por200.0%	;Aumentar por200.0%	;2	;Aumentar por100.0%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
631	;06/27 06:00 - 07:00	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;1	; --%	;Sin cambios	;1	;Disminuir por50.0%	; --%	;2	;Disminuir por50.0%	;Disminuir por33.3%	;0	;Disminuir por100.0%	; --%	;2	;Sin cambios	;Sin cambios	;1	;Sin cambios	;Sin cambios	;
632	;06/27 07:00 - 08:00	;0	; --%	; --%	;0	; --%	; --%	;3	;Disminuir por25.0%	;Sin cambios	;1	;Disminuir por66.7%	;Sin cambios	;6	;Disminuir por60.0%	;Disminuir por25.0%	;5	;Disminuir por16.7%	;Disminuir por16.7%	;5	;Disminuir por28.6%	;Aumentar por150.0%	;5	;Disminuir por28.6%	;Aumentar por150.0%	;
633	;06/27 08:00 - 09:00	;1	; --%	; --%	;1	;Sin cambios	; --%	;6	;Disminuir por66.7%	;Disminuir por33.3%	;0	;Disminuir por100.0%	; --%	;14	;Disminuir por44.0%	;Disminuir por46.2%	;6	;Disminuir por50.0%	;Aumentar por50.0%	;2	;Disminuir por50.0%	;Disminuir por50.0%	;3	;Aumentar por200.0%	;Aumentar por200.0%	;
634	;06/27 09:00 - 10:00	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;6	;Disminuir por45.5%	;Disminuir por25.0%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;19	;Disminuir por13.6%	;Aumentar por11.8%	;4	;Disminuir por86.7%	;Disminuir por63.6%	;1	; --%	;Disminuir por75.0%	;1	; --%	;Disminuir por50.0%	;
635	;06/27 10:00 - 11:00	;0	; --%	;Disminuir por100.0%	;0	; --%	;Disminuir por100.0%	;12	;Disminuir por60.0%	;Disminuir por47.8%	;2	;Disminuir por75.0%	;Disminuir por50.0%	;12	;Disminuir por53.8%	;Disminuir por40.0%	;14	;Disminuir por17.6%	;Aumentar por7.7%	;3	;Aumentar por50.0%	;Disminuir por70.0%	;2	;Disminuir por33.3%	;Disminuir por66.7%	;
636	;06/27 11:00 - 12:00	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;6	;Disminuir por72.7%	;Disminuir por72.7%	;2	;Disminuir por81.8%	;Disminuir por83.3%	;19	;Aumentar por5.6%	;Disminuir por13.6%	;10	;Disminuir por47.4%	;Disminuir por37.5%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;2	;Disminuir por33.3%	;Disminuir por60.0%	;
637	;06/27 12:00 - 13:00	;0	; --%	; --%	;0	; --%	; --%	;7	;Disminuir por70.8%	;Disminuir por73.1%	;2	;Disminuir por84.6%	;Disminuir por85.7%	;22	;Disminuir por12.0%	;Disminuir por26.7%	;11	;Aumentar por57.1%	;Disminuir por35.3%	;2	;Disminuir por71.4%	;Disminuir por81.8%	;2	;Disminuir por71.4%	;Disminuir por80.0%	;
638	;06/27 13:00 - 14:00	;0	; --%	; --%	;0	; --%	; --%	;2	;Disminuir por84.6%	;Disminuir por90.0%	;3	;Disminuir por66.7%	;Disminuir por66.7%	;14	;Disminuir por22.2%	;Disminuir por30.0%	;6	;Disminuir por50.0%	;Disminuir por62.5%	;1	;Disminuir por50.0%	;Disminuir por66.7%	;2	;Disminuir por33.3%	; --%	;
639	;06/27 14:00 - 15:00	;1	; --%	; --%	;0	; --%	; --%	;3	;Disminuir por50.0%	;Aumentar por50.0%	;1	; --%	;Disminuir por50.0%	;17	;Disminuir por19.0%	;Disminuir por15.0%	;9	;Disminuir por30.8%	;Aumentar por28.6%	;1	;Disminuir por50.0%	;Sin cambios	;0	;Disminuir por100.0%	;Disminuir por100.0%	;
640	;06/27 15:00 - 16:00	;0	; --%	; --%	;0	; --%	; --%	;1	;Disminuir por83.3%	;Disminuir por66.7%	;0	;Disminuir por100.0%	; --%	;11	;Disminuir por42.1%	;Disminuir por45.0%	;6	;Disminuir por50.0%	;Disminuir por25.0%	;0	;Disminuir por100.0%	; --%	;0	;Disminuir por100.0%	; --%	;
641	;06/27 16:00 - 17:00	;0	; --%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;15	;Disminuir por53.1%	;Disminuir por16.7%	;5	;Disminuir por70.6%	;Disminuir por66.7%	;0	; --%	;Disminuir por100.0%	;0	; --%	;Disminuir por100.0%	;
642	;06/27 17:00 - 18:00	;0	; --%	; --%	;0	; --%	; --%	;4	;Disminuir por60.0%	;Sin cambios	;1	;Disminuir por66.7%	;Disminuir por50.0%	;13	;Disminuir por60.6%	;Disminuir por40.9%	;11	;Disminuir por31.3%	;Disminuir por38.9%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;
643	;06/27 18:00 - 19:00	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;1	;Disminuir por90.9%	;Disminuir por80.0%	;1	;Disminuir por50.0%	;Sin cambios	;15	;Aumentar por15.4%	;Disminuir por11.8%	;10	;Sin cambios	;Aumentar por25.0%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;
644	;06/27 19:00 - 20:00	;0	; --%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;0	;Disminuir por100.0%	; --%	;2	;Disminuir por90.9%	;Disminuir por60.0%	;5	;Disminuir por70.6%	;Aumentar por25.0%	;0	; --%	; --%	;0	; --%	; --%	;
645	;06/27 20:00 - 21:00	;0	; --%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	; --%	; --%	;1	;Disminuir por94.4%	;Disminuir por50.0%	;1	;Disminuir por85.7%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
646	;06/27 21:00 - 22:00	;0	; --%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;1	;Disminuir por92.3%	; --%	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
647	;06/27 22:00 - 23:00	;0	; --%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;1	;Disminuir por85.7%	;Sin cambios	;0	; --%	; --%	;0	; --%	; --%	;
648	;06/27 23:00 - 24:00	;0	; --%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;2	;Disminuir por84.6%	; --%	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
649	;06/28 00:00 - 01:00	;0	; --%	; --%	;0	; --%	; --%	;3	; --%	;Aumentar por200.0%	;1	; --%	; --%	;9	;Disminuir por18.2%	;Aumentar por200.0%	;7	;Aumentar por133.3%	;Aumentar por133.3%	;0	; --%	; --%	;0	; --%	; --%	;
650	;06/28 01:00 - 02:00	;0	; --%	; --%	;0	; --%	; --%	;1	; --%	; --%	;1	; --%	; --%	;15	;Aumentar por275.0%	;Aumentar por50.0%	;1	;Disminuir por66.7%	;Disminuir por66.7%	;0	; --%	; --%	;0	; --%	; --%	;
651	;06/28 02:00 - 03:00	;0	; --%	; --%	;0	; --%	; --%	;1	; --%	; --%	;0	; --%	; --%	;6	;Aumentar por20.0%	;Aumentar por100.0%	;4	;Aumentar por100.0%	;Aumentar por33.3%	;0	; --%	; --%	;0	; --%	; --%	;
652	;06/28 03:00 - 04:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;2	;Disminuir por33.3%	;Disminuir por50.0%	;1	;Disminuir por50.0%	;Sin cambios	;0	; --%	; --%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;
653	;06/28 04:00 - 05:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;3	;Sin cambios	;Aumentar por200.0%	;3	;Aumentar por200.0%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
654	;06/28 05:00 - 06:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;1	; --%	;Disminuir por50.0%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;1	; --%	; --%	;
655	;06/28 06:00 - 07:00	;1	; --%	; --%	;2	; --%	; --%	;1	;Disminuir por50.0%	;Sin cambios	;0	;Disminuir por100.0%	; --%	;2	;Aumentar por100.0%	;Sin cambios	;2	;Sin cambios	; --%	;3	; --%	; --%	;3	; --%	;Aumentar por200.0%	;
656	;06/28 07:00 - 08:00	;0	; --%	; --%	;1	; --%	; --%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;2	;Sin cambios	; --%	;3	;Disminuir por40.0%	;Disminuir por40.0%	;2	;Disminuir por60.0%	;Disminuir por33.3%	;4	; --%	;Aumentar por100.0%	;2	; --%	;Sin cambios	;
657	;06/28 08:00 - 09:00	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;3	;Disminuir por66.7%	;Disminuir por50.0%	;0	;Disminuir por100.0%	; --%	;11	;Disminuir por45.0%	;Disminuir por35.3%	;6	;Disminuir por40.0%	;Sin cambios	;0	;Disminuir por100.0%	; --%	;0	;Disminuir por100.0%	; --%	;
658	;06/28 09:00 - 10:00	;0	; --%	; --%	;0	; --%	; --%	;4	;Disminuir por71.4%	;Disminuir por20.0%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;10	;Disminuir por9.1%	;Disminuir por9.1%	;3	;Disminuir por75.0%	;Sin cambios	;1	;Sin cambios	; --%	;1	; --%	; --%	;
659	;06/28 10:00 - 11:00	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;5	;Disminuir por64.3%	;Disminuir por50.0%	;1	;Disminuir por66.7%	;Disminuir por75.0%	;16	;Disminuir por36.0%	;Aumentar por6.7%	;10	;Disminuir por41.2%	;Aumentar por11.1%	;1	;Sin cambios	;Disminuir por66.7%	;1	;Sin cambios	;Disminuir por75.0%	;
660	;06/28 11:00 - 12:00	;0	; --%	; --%	;0	; --%	; --%	;4	;Disminuir por73.3%	;Disminuir por66.7%	;2	;Disminuir por60.0%	;Sin cambios	;16	;Disminuir por20.0%	;Aumentar por14.3%	;10	;Sin cambios	;Disminuir por16.7%	;1	;Sin cambios	; --%	;1	;Sin cambios	; --%	;
661	;06/28 12:00 - 13:00	;0	; --%	; --%	;0	; --%	; --%	;4	;Disminuir por66.7%	;Disminuir por50.0%	;3	;Aumentar por50.0%	;Disminuir por25.0%	;16	;Disminuir por11.1%	;Aumentar por6.7%	;8	;Disminuir por60.0%	;Aumentar por14.3%	;1	;Disminuir por50.0%	; --%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;
662	;06/28 13:00 - 14:00	;0	; --%	; --%	;0	; --%	; --%	;5	;Aumentar por25.0%	;Disminuir por28.6%	;2	;Sin cambios	;Sin cambios	;15	;Aumentar por36.4%	;Disminuir por25.0%	;9	;Disminuir por10.0%	;Disminuir por43.8%	;0	; --%	;Disminuir por100.0%	;0	; --%	;Disminuir por100.0%	;
663	;06/28 14:00 - 15:00	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;3	;Sin cambios	;Aumentar por50.0%	;0	; --%	; --%	;13	;Aumentar por44.4%	;Sin cambios	;7	;Aumentar por16.7%	;Aumentar por40.0%	;0	; --%	; --%	;0	; --%	; --%	;
664	;06/28 15:00 - 16:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;6	;Aumentar por200.0%	;Disminuir por25.0%	;7	;Aumentar por75.0%	;Aumentar por75.0%	;1	; --%	; --%	;0	; --%	; --%	;
665	;06/28 16:00 - 17:00	;0	; --%	; --%	;0	; --%	; --%	;1	;Disminuir por66.7%	; --%	;0	;Disminuir por100.0%	; --%	;19	;Aumentar por58.3%	;Aumentar por35.7%	;10	;Aumentar por11.1%	;Aumentar por100.0%	;0	; --%	; --%	;0	; --%	; --%	;
666	;06/28 17:00 - 18:00	;0	; --%	; --%	;0	; --%	; --%	;1	;Disminuir por50.0%	;Sin cambios	;0	; --%	; --%	;20	;Aumentar por42.9%	;Aumentar por150.0%	;9	;Aumentar por50.0%	;Aumentar por50.0%	;0	; --%	; --%	;1	; --%	; --%	;
667	;06/28 18:00 - 19:00	;0	; --%	; --%	;0	; --%	; --%	;1	;Disminuir por66.7%	;Sin cambios	;2	;Aumentar por100.0%	; --%	;6	;Disminuir por45.5%	;Disminuir por60.0%	;8	;Aumentar por60.0%	;Aumentar por300.0%	;0	; --%	; --%	;0	; --%	; --%	;
668	;06/28 19:00 - 20:00	;0	; --%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	; --%	; --%	;1	;Disminuir por83.3%	;Disminuir por66.7%	;4	;Disminuir por55.6%	;Aumentar por33.3%	;0	; --%	; --%	;0	; --%	; --%	;
669	;06/28 20:00 - 21:00	;0	; --%	; --%	;0	; --%	; --%	;1	;Disminuir por66.7%	; --%	;0	; --%	; --%	;4	;Disminuir por81.8%	; --%	;3	;Disminuir por75.0%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
670	;06/28 21:00 - 22:00	;0	; --%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;3	;Disminuir por80.0%	; --%	;3	;Disminuir por57.1%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
671	;06/28 22:00 - 23:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;1	;Disminuir por88.9%	; --%	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
672	;06/28 23:00 - 24:00	;0	; --%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;1	;Disminuir por92.3%	;Sin cambios	;4	;Disminuir por42.9%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
673	;06/29 00:00 - 01:00	;1	; --%	; --%	;0	; --%	; --%	;2	; --%	; --%	;0	; --%	; --%	;16	;Aumentar por100.0%	;Aumentar por220.0%	;8	;Aumentar por300.0%	;Aumentar por166.7%	;0	; --%	; --%	;0	; --%	; --%	;
674	;06/29 01:00 - 02:00	;0	; --%	; --%	;0	; --%	; --%	;1	; --%	; --%	;0	; --%	; --%	;1	;Disminuir por75.0%	;Disminuir por80.0%	;3	;Sin cambios	; --%	;0	; --%	; --%	;0	; --%	; --%	;
