N.º	;Hora	;Personas	; 	; 	; 	; 	; 	;Vehículos a motor	; 	; 	; 	; 	; 	;Vehículos sin motor	;
	;	;Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	;
	;	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;
58	;(Martes)2026/01/27	;130	;Disminuir por31.9%	; --%	;124	;Disminuir por29.9%	; --%	;3299	;Disminuir por23.6%	; --%	;3360	;Disminuir por44.5%	; --%	;157	;Disminuir por61.1%	; --%	;110	;Disminuir por71.6%	; --%	;
59	;(Miércoles)2026/01/28	;120	;Disminuir por49.6%	; --%	;110	;Disminuir por45.0%	; --%	;3205	;Disminuir por35.3%	; --%	;3145	;Disminuir por34.9%	; --%	;100	;Disminuir por76.2%	; --%	;84	;Disminuir por76.2%	; --%	;
60	;(Jueves)2026/01/29	;159	;Disminuir por27.1%	; --%	;150	;Disminuir por23.9%	; --%	;3381	;Disminuir por24.5%	; --%	;3306	;Disminuir por26.7%	; --%	;181	;Disminuir por60.5%	; --%	;135	;Disminuir por67.8%	; --%	;
61	;(Viernes)2026/01/30	;171	;Disminuir por15.8%	; --%	;171	;Disminuir por4.5%	; --%	;3728	;Disminuir por20.2%	; --%	;3558	;Disminuir por21.3%	; --%	;231	;Disminuir por44.7%	; --%	;170	;Disminuir por51.1%	; --%	;
62	;(Sábado)2026/01/31	;107	;Disminuir por52.9%	; --%	;89	;Disminuir por51.1%	; --%	;2848	;Disminuir por42.9%	; --%	;2773	;Disminuir por41.4%	; --%	;83	;Disminuir por80.8%	; --%	;61	;Disminuir por84.0%	; --%	;
63	;(Domingo)2026/02/01	;142	;Disminuir por44.7%	; --%	;123	;Disminuir por44.3%	; --%	;2434	;Disminuir por60.1%	; --%	;2716	;Disminuir por46.6%	; --%	;204	;Disminuir por54.6%	; --%	;130	;Disminuir por63.7%	; --%	;
64	;(Lunes)2026/02/02	;168	;Disminuir por46.2%	; --%	;156	;Disminuir por37.1%	; --%	;3419	;Disminuir por46.4%	; --%	;3456	;Disminuir por34.5%	; --%	;213	;Disminuir por57.0%	; --%	;121	;Disminuir por70.4%	; --%	;
65	;(Martes)2026/02/03	;140	;Disminuir por48.0%	; --%	;125	;Disminuir por45.2%	; --%	;3382	;Disminuir por30.1%	; --%	;3362	;Disminuir por40.8%	; --%	;210	;Disminuir por52.6%	; --%	;169	;Disminuir por56.0%	; --%	;
66	;(Miércoles)2026/02/04	;175	;Aumentar por10.8%	; --%	;177	;Aumentar por108.2%	; --%	;3360	;Aumentar por58.8%	; --%	;3309	;Aumentar por99.0%	; --%	;234	;Aumentar por26.5%	; --%	;202	;Aumentar por34.7%	; --%	;
67	;(Jueves)2026/02/05	;118	;Disminuir por48.7%	; --%	;104	;Disminuir por58.6%	; --%	;3540	;Disminuir por29.1%	; --%	;3387	;Disminuir por42.3%	; --%	;187	;Disminuir por55.6%	; --%	;109	;Disminuir por73.0%	; --%	;
68	;(Viernes)2026/02/06	;172	;Disminuir por32.3%	; --%	;138	;Disminuir por31.0%	; --%	;3993	;Disminuir por24.8%	; --%	;3763	;Disminuir por29.4%	; --%	;278	;Disminuir por35.6%	; --%	;222	;Disminuir por38.0%	; --%	;
69	;(Sábado)2026/02/07	;168	;Disminuir por4.0%	; --%	;161	;Aumentar por8.1%	; --%	;3367	;Disminuir por37.4%	; --%	;3131	;Disminuir por41.1%	; --%	;233	;Disminuir por55.4%	; --%	;179	;Disminuir por53.4%	; --%	;
70	;(Domingo)2026/02/08	;143	;Disminuir por36.7%	; --%	;142	;Disminuir por24.5%	; --%	;2498	;Disminuir por60.0%	; --%	;2818	;Disminuir por48.7%	; --%	;207	;Disminuir por62.3%	; --%	;159	;Disminuir por62.4%	; --%	;
71	;(Lunes)2026/02/09	;205	;Disminuir por15.3%	; --%	;172	;Disminuir por16.1%	; --%	;3527	;Disminuir por40.0%	; --%	;3501	;Disminuir por36.5%	; --%	;246	;Disminuir por55.5%	; --%	;198	;Disminuir por57.9%	; --%	;
72	;(Martes)2026/02/10	;167	;Disminuir por17.7%	; --%	;144	;Disminuir por23.0%	; --%	;3512	;Disminuir por25.1%	; --%	;3479	;Disminuir por48.2%	; --%	;262	;Disminuir por31.4%	; --%	;193	;Disminuir por54.8%	; --%	;
73	;(Miércoles)2026/02/11	;198	;Aumentar por0.5%	; --%	;166	;Aumentar por12.2%	; --%	;3468	;Disminuir por35.8%	; --%	;3473	;Disminuir por37.8%	; --%	;253	;Disminuir por41.7%	; --%	;204	;Disminuir por44.3%	; --%	;
74	;(Jueves)2026/02/12	;174	;Aumentar por41.5%	; --%	;154	;Aumentar por45.3%	; --%	;3626	;Aumentar por2.3%	; --%	;3594	;Aumentar por8.8%	; --%	;186	;Disminuir por36.5%	; --%	;146	;Disminuir por45.9%	; --%	;
75	;(Viernes)2026/02/13	;161	;Aumentar por6.6%	; --%	;147	;Aumentar por16.7%	; --%	;4109	;Aumentar por21.9%	; --%	;3736	;Aumentar por20.6%	; --%	;140	;Disminuir por48.0%	; --%	;108	;Disminuir por56.5%	; --%	;
76	;(Sábado)2026/02/14	;98	;Disminuir por61.3%	; --%	;81	;Disminuir por62.8%	; --%	;1994	;Disminuir por63.8%	; --%	;1735	;Disminuir por67.4%	; --%	;15	;Disminuir por96.8%	; --%	;12	;Disminuir por96.9%	; --%	;
77	;(Domingo)2026/02/15	;153	;Disminuir por53.8%	; --%	;150	;Disminuir por32.4%	; --%	;2864	;Disminuir por56.7%	; --%	;3226	;Disminuir por41.4%	; --%	;185	;Disminuir por56.5%	; --%	;153	;Disminuir por60.6%	; --%	;
78	;(Lunes)2026/02/16	;218	;Disminuir por41.9%	; --%	;183	;Disminuir por38.4%	; --%	;3852	;Disminuir por40.1%	; --%	;3796	;Disminuir por33.7%	; --%	;353	;Disminuir por23.4%	; --%	;252	;Disminuir por33.9%	; --%	;
79	;(Martes)2026/02/17	;170	;Disminuir por30.0%	; --%	;155	;Disminuir por28.6%	; --%	;3697	;Disminuir por32.4%	; --%	;3712	;Disminuir por46.9%	; --%	;308	;Disminuir por34.5%	; --%	;228	;Disminuir por44.7%	; --%	;
80	;(Miércoles)2026/02/18	;169	;Disminuir por41.7%	; --%	;153	;Disminuir por38.1%	; --%	;3716	;Disminuir por38.9%	; --%	;3630	;Disminuir por39.2%	; --%	;243	;Disminuir por52.4%	; --%	;183	;Disminuir por60.3%	; --%	;
81	;(Jueves)2026/02/19	;175	;Disminuir por57.7%	; --%	;151	;Disminuir por58.7%	; --%	;3796	;Disminuir por34.9%	; --%	;3540	;Disminuir por39.0%	; --%	;199	;Disminuir por60.9%	; --%	;124	;Disminuir por72.1%	; --%	;
82	;(Viernes)2026/02/20	;188	;Disminuir por48.9%	; --%	;165	;Disminuir por43.3%	; --%	;4243	;Disminuir por27.9%	; --%	;3858	;Disminuir por36.3%	; --%	;218	;Aumentar por19.1%	; --%	;155	;Disminuir por2.5%	; --%	;
83	;(Sábado)2026/02/21	;205	;Disminuir por48.5%	; --%	;170	;Disminuir por44.3%	; --%	;3605	;Disminuir por38.5%	; --%	;3386	;Disminuir por39.9%	; --%	;302	;Disminuir por32.4%	; --%	;216	;Disminuir por40.5%	; --%	;
84	;(Domingo)2026/02/22	;167	;Disminuir por59.1%	; --%	;148	;Disminuir por49.5%	; --%	;2794	;Disminuir por59.5%	; --%	;3226	;Disminuir por47.7%	; --%	;274	;Disminuir por31.8%	; --%	;205	;Disminuir por42.4%	; --%	;
85	;(Lunes)2026/02/23	;180	;Disminuir por43.9%	; --%	;161	;Disminuir por34.3%	; --%	;3828	;Disminuir por34.2%	; --%	;3827	;Disminuir por31.1%	; --%	;319	;Aumentar por38.7%	; --%	;224	;Aumentar por10.9%	; --%	;
86	;(Martes)2026/02/24	;211	;Disminuir por40.6%	; --%	;179	;Disminuir por44.6%	; --%	;3670	;Disminuir por34.5%	; --%	;3631	;Disminuir por47.1%	; --%	;238	;Disminuir por54.9%	; --%	;163	;Disminuir por60.7%	; --%	;
87	;(Miércoles)2026/02/25	;134	;Disminuir por69.3%	; --%	;113	;Disminuir por68.0%	; --%	;3683	;Disminuir por42.7%	; --%	;3622	;Disminuir por41.6%	; --%	;192	;Disminuir por64.6%	; --%	;156	;Disminuir por67.2%	; --%	;
