N.º	;Hora	;Personas	; 	; 	; 	; 	; 	;Vehículos a motor	; 	; 	; 	; 	; 	;Vehículos sin motor	;
	;	;Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	;
	;	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;
48	;(Sábado)2026/01/17	;390	;Disminuir por76.3%	; --%	;193	;Disminuir por78.8%	; --%	;8	;Aumentar por300.0%	; --%	;42	;Disminuir por14.3%	; --%	;5	;Disminuir por90.7%	; --%	;7	;Disminuir por93.1%	; --%	;
49	;(Domingo)2026/01/18	;559	;Disminuir por81.7%	; --%	;173	;Disminuir por90.6%	; --%	;5	;Sin cambios	; --%	;25	;Disminuir por41.9%	; --%	;11	;Disminuir por82.0%	; --%	;12	;Disminuir por83.8%	; --%	;
50	;(Lunes)2026/01/19	;148	;Disminuir por97.7%	; --%	;103	;Disminuir por97.5%	; --%	;3	;Aumentar por50.0%	; --%	;52	;Aumentar por147.6%	; --%	;2	;Disminuir por98.0%	; --%	;15	;Disminuir por88.8%	; --%	;
51	;(Martes)2026/01/20	;226	;Disminuir por94.2%	; --%	;139	;Disminuir por92.5%	; --%	;3	;Aumentar por50.0%	; --%	;60	;Aumentar por252.9%	; --%	;3	;Disminuir por91.2%	; --%	;10	;Disminuir por80.8%	; --%	;
52	;(Miércoles)2026/01/21	;238	;Disminuir por89.2%	; --%	;132	;Disminuir por86.5%	; --%	;5	;Disminuir por89.8%	; --%	;45	;Disminuir por52.1%	; --%	;11	;Disminuir por59.3%	; --%	;21	;Disminuir por65.6%	; --%	;
53	;(Jueves)2026/01/22	;292	;Disminuir por89.4%	; --%	;126	;Disminuir por91.6%	; --%	;3	;Disminuir por57.1%	; --%	;52	;Aumentar por10.6%	; --%	;4	;Disminuir por85.7%	; --%	;24	;Disminuir por57.1%	; --%	;
54	;(Viernes)2026/01/23	;470	;Disminuir por81.0%	; --%	;231	;Disminuir por81.1%	; --%	;193	;Aumentar por9550.0%	; --%	;241	;Aumentar por447.7%	; --%	;9	;Disminuir por83.3%	; --%	;29	;Disminuir por62.8%	; --%	;
55	;(Sábado)2026/01/24	;982	;Disminuir por53.8%	; --%	;581	;Disminuir por39.7%	; --%	;2	;Disminuir por96.4%	; --%	;30	;Disminuir por68.1%	; --%	;44	;Sin cambios	; --%	;49	;Disminuir por18.3%	; --%	;
56	;(Domingo)2026/01/25	;1160	;Disminuir por74.1%	; --%	;651	;Disminuir por76.9%	; --%	;2	;Sin cambios	; --%	;17	;Disminuir por59.5%	; --%	;36	;Disminuir por47.1%	; --%	;49	;Disminuir por66.0%	; --%	;
57	;(Lunes)2026/01/26	;257	;Disminuir por96.1%	; --%	;132	;Disminuir por96.0%	; --%	;7	;Aumentar por600.0%	; --%	;50	;Aumentar por100.0%	; --%	;11	;Disminuir por76.1%	; --%	;30	;Disminuir por65.5%	; --%	;
58	;(Martes)2026/01/27	;247	;Disminuir por92.1%	; --%	;134	;Disminuir por90.6%	; --%	;2	;Disminuir por33.3%	; --%	;49	;Aumentar por122.7%	; --%	;18	;Aumentar por12.5%	; --%	;25	;Disminuir por47.9%	; --%	;
59	;(Miércoles)2026/01/28	;245	;Disminuir por93.1%	; --%	;93	;Disminuir por95.5%	; --%	;2	;Disminuir por33.3%	; --%	;41	;Disminuir por2.4%	; --%	;2	;Disminuir por98.8%	; --%	;15	;Disminuir por94.9%	; --%	;
